"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.89195142629623,0.604753957314896,-3.12846473084109,0.00175722098630362
"regionAS",-0.908572363028221,0.194898808660439,-4.66176458067106,3.13509690907432e-06
"regionEU",-0.554586270830859,0.190598684143087,-2.90970671347614,0.00361768063265548
"regionNA",-0.475755977210127,0.19560592490301,-2.43221659796873,0.0150067302204376
"regionOC",-0.393076761892554,0.385445269765527,-1.01979915885767,0.307823722206281
"regionSA",-1.10525388265705,0.24185955330773,-4.56981693524746,4.88150429097093e-06
"early_total_time_ms",3.57608359968456e-08,8.70930682872296e-09,4.10604847206758,4.02485057693901e-05
"first_day_total_time_ms",1.10193371605426e-07,2.03522763666281e-08,5.41430204761327,6.15282285019691e-08
"early_number_of_events",0.00402352023513421,0.000333674392205499,12.0582230135786,1.75529272825408e-33
"first_day_number_of_events",-0.00532470245502415,0.000738687811700207,-7.20832585929433,5.66439495946274e-13
"fieldDeviceTypeLastMOBILE_PHONE",1.90965493144954,0.161004750267968,11.8608608023752,1.89021756829431e-32
"fieldDeviceTypeLastTABLET",1.87044940278657,0.2322137926785,8.05485919338223,7.95703549014936e-16
"fieldPlatformLastANDROID_MOBILE",0.557760078679848,0.579327903031437,0.962770955379966,0.335662479476558
"fieldPlatformLastANDROID_TABLET",0.219719706713936,0.596551998233654,0.368316102141154,0.712637547376547
"fieldPlatformLastIOS",-2.54053060408906,0.739924287287004,-3.43350076182002,0.000595840529278098
"fieldPlatformLastIOS_MOBILE",-1.13925032191617,0.598915634957607,-1.90218831404661,0.0571465400253815
"fieldPlatformLastIOS_TABLET",-1.07093233360345,0.621249034448857,-1.72383742141914,0.0847371969698784
