"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.99010919106743,0.0313647847686026,-63.4504335275912,0
"early_missions_failed",0.0183162676776073,0.00752341906410178,2.43456698630599,0.0149096198844443
"first_day_missions_failed",-0.0128446721511738,0.0149071411952461,-0.861645568586284,0.388882587008415
"early_missions_completed",0.00792791083530153,0.00752904949171148,1.05297632111851,0.292351844629991
"first_day_missions_completed",-0.00071375397648917,0.0129745481903463,-0.0550118559827957,0.956129018388797
"early_missions_started",0.00671085603778571,0.007318549276924,0.916965341607469,0.359160801912234
"first_day_missions_started",0.0106856611620808,0.0133912878781745,0.797956198036532,0.424895909260489
"early_total_time_ms",1.22380286204604e-08,7.43081018107476e-09,1.64693059333273,0.0995723127633513
"first_day_total_time_ms",3.9127508157441e-08,1.92691198311331e-08,2.03058097621162,0.0422975191436456
"early_number_of_events",0.00127955288972356,0.000458255966111236,2.79222309003821,0.00523472513218557
"first_day_number_of_events",-0.00422955287663804,0.00114558695625921,-3.69204000929723,0.000222462457217643
