"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.29383649583139,0.178877506172726,-7.23308661616767,4.72138054120475e-13
"regionAS",-0.960688151350989,0.185496364361839,-5.17901337126489,2.23062482734361e-07
"regionEU",-0.689235536796825,0.182912666677783,-3.7681126699168,0.000164486462699761
"regionNA",-0.562424414036932,0.185578487785889,-3.0306552270532,0.00244023716949741
"regionOC",-0.593546491379042,0.381065521807536,-1.55759694176379,0.11932882411668
"regionSA",-1.14873283360432,0.232842761993776,-4.93351317330203,8.07635922990379e-07
"early_missions_started",0.0173067591581498,0.00335325621082878,5.16118007990575,2.45397976492506e-07
"first_day_missions_started",0.00274668794520615,0.00763912888336053,0.3595551256098,0.719179846700241
"early_total_time_ms",3.7586923856205e-09,7.7900581659294e-09,0.482498629093621,0.629451772042893
"first_day_total_time_ms",6.55241568817843e-08,2.17268908712033e-08,3.0158091772178,0.00256294498298856
"early_number_of_events",0.00190714251046875,0.000594790867694377,3.20640852786042,0.00134403028015593
"first_day_number_of_events",-0.00443819523437003,0.00139695086468276,-3.17705894070793,0.00148776796367393
