"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.01",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.02",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.03",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.04",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.05",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.06",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.07",100,0,100,14.8155192088246,25.8075202915355,46.5130164795797,14.8155192088246,779,0,4479,0,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.08",83.183568677792,53.516409912927,46.483590087073,23.7362637362637,36.9335993160445,55.4225111187136,57.9117535184481,648,131,2082,2397,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.09",83.183568677792,53.516409912927,46.483590087073,23.7362637362637,36.9335993160445,55.4225111187136,57.9117535184481,648,131,2082,2397,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.1",74.5827984595635,75.7981692342041,24.2018307657959,34.8948948948949,47.5450081833061,60.7613469985359,75.6181057436288,581,198,1084,3395,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.11",70.7317073170732,80.0178611297165,19.9821388702835,38.1051175656985,49.5280898876404,60.3901797457256,78.6420692278433,551,228,895,3584,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.12",67.2657252888318,84.1482473766466,15.8517526233534,42.4635332252836,52.0615996025832,60.2298850574713,81.6470140737923,524,255,710,3769,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.13",66.8806161745828,84.6617548559946,15.3382451440054,43.1291390728477,52.4408656265727,60.2451433857539,82.0273868391023,521,258,687,3792,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.14",63.5430038510911,87.9214110292476,12.0785889707524,47.7799227799228,54.5454545454545,59.6098265895954,84.3096234309623,495,284,541,3938,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.15",62.2593068035943,88.367939272159,11.632060727841,48.2107355864811,54.3417366946779,58.8306647258612,84.4998098136173,485,294,521,3958,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.16",60.2053915275995,89.2609957579817,10.7390042420183,49.3684210526316,54.251012145749,57.6733890801771,84.9562571319894,469,310,481,3998,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.17",58.1514762516046,90.1987050680955,9.80129493190445,50.7847533632287,54.2190305206463,56.5119760479042,85.4507417268924,453,326,439,4040,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.18",57.7663671373556,90.8015181960259,9.1984818039741,52.2041763341067,54.8446069469835,56.5610859728507,85.9071890452644,450,329,412,4067,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.19",56.3543003851091,91.471310560393,8.52868943960705,53.4713763702801,54.875,55.753111506223,86.2685431723089,439,340,382,4097,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.2",54.6854942233633,92.2750613976334,7.7249386023666,55.1813471502591,54.9323017408124,54.7839506172839,86.7059718524154,426,353,346,4133,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.21",53.9152759948652,92.7215896405448,7.27841035945523,56.3002680965147,55.0819672131148,54.3759709994821,86.9722327881324,420,359,326,4153,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.22",52.3748395378691,93.1011386470194,6.89886135298058,56.9037656903766,54.5454545454545,53.2220193060266,87.0673259794599,408,371,309,4170,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.23",50.8344030808729,93.9048894842599,6.09511051574012,59.1928251121076,54.6961325966851,52.3117569352708,87.5237732978319,396,383,273,4206,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.24",50.1925545571245,94.1504800178611,5.84951998213887,59.8774885145482,54.608938547486,51.8705226850623,87.6378851274249,391,388,262,4217,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.25",49.9358151476252,94.5077026121902,5.49229738780977,61.259842519685,55.021216407355,51.8528392428686,87.9041460631419,389,390,246,4233,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.26",49.4223363286264,94.9095780308105,5.09042196918955,62.8058727569331,55.316091954023,51.622418879056,88.1704069988589,385,394,228,4251,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.27",48.2670089858793,95.3337798615762,4.66622013842376,64.2735042735043,55.1319648093842,50.7970818697649,88.3605933815139,376,403,209,4270,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.28",46.4698331193838,95.5123911587408,4.48760884125921,64.2984014209592,53.9493293591654,49.1981516716499,88.2464815519209,362,417,201,4278,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.29",45.6996148908858,95.7133288680509,4.28667113194909,64.963503649635,53.654860587792,48.5807860262009,88.3035374667174,356,423,192,4287,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.3",45.3145057766367,96.0928778745256,3.90712212547444,66.8560606060606,54.0168324407039,48.4357848518112,88.5697984024344,353,426,175,4304,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.31",44.5442875481386,96.2938155838357,3.70618441616433,67.6413255360624,53.7151702786378,47.8093138605676,88.6268543172309,347,432,166,4313,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.32",44.0308087291399,96.4501004688547,3.54989953114534,68.3266932270916,53.551912568306,47.4018794914317,88.6839102320274,343,436,159,4320,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.33",42.8754813863928,96.5617325295825,3.4382674704175,68.4426229508197,52.7229676400947,46.3374028856826,88.6078356789654,334,445,154,4325,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.34",42.2336328626444,96.6733645903103,3.32663540968966,68.8284518828452,52.3468575974543,45.7707289927657,88.6078356789654,329,450,149,4330,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.35",41.591784338896,96.8073230631837,3.19267693681625,69.3790149892934,52.0064205457464,45.213508233324,88.6268543172309,324,455,143,4336,2,1,6,4429,"longTermPlayer"
"long_cut =  6 ; prob =  0.36",40.9499358151476,96.9636079482027,3.03639205179728,70.1098901098901,51.7017828200972,44.6653598431812,88.6648915937619,319,460,136,4343,2,1,6,4429,"longTermPlayer"
