"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.42",56.0794044665012,89.6111786148238,10.3888213851762,30.5818673883627,39.5796847635727,48.0646533390047,87.0810709604943,226,177,513,4425,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.43",55.0868486352357,89.8946942081814,10.1053057918186,30.7905686546463,39.5017793594306,47.5782254607801,87.2683018161393,222,181,499,4439,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.44",54.8387096774194,90.2187120291616,9.78128797083839,31.3920454545455,39.9277326106594,47.7115716753022,87.5491480996068,221,182,483,4455,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.45",54.590570719603,90.5427298501418,9.45727014985824,32.0232896652111,40.3669724770642,47.8468899521531,87.8299943830743,220,183,467,4471,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.46",52.8535980148883,90.8667476711219,9.13325232887808,32.078313253012,39.9250234301781,46.792618629174,87.9985021531548,213,190,451,4487,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.47",52.1091811414392,91.1907654921021,8.80923450789793,32.5581395348837,40.0763358778626,46.5219317678334,88.2419022654934,210,193,435,4503,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.48",51.8610421836228,91.4135277440259,8.58647225597408,33.0173775671406,40.3474903474903,46.5478841870824,88.4291331211384,209,194,424,4514,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.49",50.3722084367246,91.7577966788173,8.24220332118266,33.2786885245902,40.0789733464956,45.6795679567957,88.6350870623479,203,200,407,4531,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.5",48.8833746898263,92.0210611583637,7.97893884163629,33.3333333333333,39.6378269617706,44.7117566954153,88.7661486612994,197,206,394,4544,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.51",46.4019851116625,92.3248278655326,7.6751721344674,33.0388692579505,38.5964912280702,42.9292929292929,88.8597640891219,187,216,379,4559,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.52",44.9131513647643,92.669096800324,7.33090319967599,33.3333333333333,38.2663847780127,41.9953596287703,89.0657180303314,181,222,362,4576,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.53",44.4168734491315,92.8513568246254,7.14864317537465,33.6466165413534,38.2887700534759,41.7444029850746,89.1967796292829,179,224,353,4585,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.54",43.6724565756824,93.0943701903605,6.90562980963954,34.0425531914894,38.2608695652174,41.3339596054486,89.3652873993634,176,227,341,4597,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.55",42.1836228287841,93.3171324422843,6.68286755771568,34,37.6522702104097,40.2462121212121,89.4589028271859,170,233,330,4608,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.56",40.9429280397022,93.5398946942082,6.46010530579182,34.0909090909091,37.2040586245772,39.3606870229008,89.5712413405729,165,238,319,4619,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.57",40.6947890818859,93.7829080599433,6.21709194005671,34.8195329087049,37.5286041189931,39.3662986077773,89.7771952817824,164,239,307,4631,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.58",39.7022332506204,94.0259214256784,5.97407857432158,35.1648351648352,37.2960372960373,38.70343492985,89.9269799662984,160,243,295,4643,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.59",39.454094292804,94.2486836776023,5.75131632239774,35.8916478555305,37.5886524822695,38.6861313868613,90.1142108219435,159,244,284,4654,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.6",39.2059553349876,94.4511948157149,5.54880518428513,36.5740740740741,37.8443113772455,38.6497064579256,90.282718592024,158,245,274,4664,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.61",38.9578163771712,94.6132037262049,5.38679627379506,37.1158392434988,38.0145278450363,38.5749385749386,90.4137801909755,157,246,266,4672,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.62",38.4615384615385,94.7549615228838,5.24503847711624,37.43961352657,37.9436964504284,38.2527147087858,90.507395618798,155,248,259,4679,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.63",37.9652605459057,94.9169704333738,5.08302956662616,37.8712871287129,37.9182156133829,37.9464285714286,90.619734132185,153,250,251,4687,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.64",37.2208436724566,95.1599837991089,4.84001620089105,38.560411311054,37.8787878787879,37.4812593703148,90.7882419022655,150,253,239,4699,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.65",35.9801488833747,95.321992709599,4.67800729040098,38.563829787234,37.2272143774069,36.4688128772636,90.844411158959,145,258,231,4707,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.66",34.9875930521092,95.5042527339004,4.49574726609964,38.8429752066116,36.8146214099217,35.6962025316456,90.9380265867815,141,262,222,4716,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.67",33.9950372208437,95.6662616443904,4.33373835560956,39.031339031339,36.3395225464191,34.8955680081508,91.0129189290395,137,266,214,4724,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.68",33.4987593052109,95.8890238963143,4.1109761036857,39.9408284023669,36.4372469635627,34.6153846153846,91.18142669912,135,268,203,4735,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.69",32.0099255583127,96.0510328068044,3.94896719319563,39.8148148148148,35.4883081155433,33.3161157024793,91.218872870249,129,274,195,4743,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.7",31.0173697270471,96.1927906034832,3.80720939651681,39.9361022364217,34.9162011173184,32.4675324675325,91.2750421269425,125,278,188,4750,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.71",30.0248138957816,96.2737950587282,3.72620494127177,39.672131147541,34.180790960452,31.5597287428273,91.2750421269425,121,282,184,4754,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.72",28.5359801488834,96.3953017415958,3.60469825840422,39.2491467576792,33.0459770114943,30.1837270341207,91.2750421269425,115,288,178,4760,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.73",28.0397022332506,96.5978128797084,3.40218712029161,40.2135231316726,33.0409356725146,29.8468040147913,91.4248268114585,113,290,168,4770,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.74",27.7915632754342,96.7395706763872,3.2604293236128,41.025641025641,33.1360946745562,29.7082228116711,91.5371653248455,112,291,161,4777,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.75",27.5434243176179,96.8610773592548,3.13892264074525,41.7293233082707,33.1838565022422,29.5527156549521,91.630780752668,111,292,155,4783,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.76",26.7990074441687,96.9825840421223,3.01741595787768,42.0233463035019,32.7272727272727,28.892455858748,91.6869500093615,108,295,149,4789,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.77",25.0620347394541,97.1040907249899,2.89590927501012,41.3934426229508,31.2210200927357,27.2090517241379,91.6682269237971,101,302,143,4795,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.78",24.317617866005,97.2255974078574,2.77440259214257,41.7021276595745,30.7210031347962,26.52950730915,91.7243961804905,98,305,137,4801,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.79",23.5732009925558,97.3066018631025,2.69339813689753,41.6666666666667,30.1109350237718,25.8152173913043,91.743119266055,95,308,133,4805,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.8",22.5806451612903,97.42810854597,2.57189145402997,41.743119266055,29.3075684380032,24.8633879781421,91.7805654371841,91,312,127,4811,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.81",22.3325062034739,97.5901174564601,2.4098825435399,43.0622009569378,29.4117647058824,24.7116968698517,91.9116270361356,90,313,119,4819,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.82",21.5880893300248,97.6711219117051,2.32887808829486,43.0693069306931,28.7603305785124,23.9801543550165,91.9303501217001,87,316,115,4823,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.83",21.0918114143921,97.7926285945727,2.20737140542729,43.8144329896907,28.4757118927973,23.5326688815061,92.0052424639581,85,318,109,4829,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.84",20.8436724565757,97.8736330498177,2.12636695018226,44.4444444444444,28.3783783783784,23.3203775680178,92.0614117206516,84,319,105,4833,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.85",19.8511166253102,98.0153908464966,1.98460915350345,44.9438202247191,27.5387263339071,22.3463687150838,92.1175809773451,80,323,98,4840,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.86",19.106699751861,98.1571486431754,1.84285135682463,45.8333333333333,26.9702276707531,21.6292134831461,92.1924733196031,77,326,91,4847,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.87",17.6178660049628,98.3191575536654,1.68084244633455,46.1038961038961,25.4937163375224,20.1019252548131,92.2299194907321,71,332,83,4855,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.88",17.12158808933,98.4609153503443,1.53908464965573,47.5862068965517,25.1824817518248,19.6357427433125,92.3235349185546,69,334,76,4862,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.89",16.6253101736973,98.5014175779668,1.49858242203321,47.5177304964539,24.6323529411765,19.1100969766115,92.3235349185546,67,336,74,4864,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.9",15.3846153846154,98.5621709194006,1.43782908059943,46.6165413533835,23.134328358209,17.7650429799427,92.2860887474256,62,341,71,4867,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.91",13.8957816377171,98.7241798298906,1.27582017010935,47.0588235294118,21.455938697318,16.1756210283073,92.3235349185546,56,347,63,4875,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.92",12.9032258064516,98.8051842851357,1.19481571486432,46.8468468468468,20.2334630350195,15.0899593731863,92.3235349185546,52,351,59,4879,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.93",11.166253101737,98.906439854192,1.09356014580801,45.4545454545455,17.9282868525896,13.1502045587376,92.2860887474256,45,358,54,4884,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.94",10.4218362282878,99.1494532199271,0.850546780072903,50,17.2484599589322,12.3820754716981,92.4545965175061,42,361,42,4896,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.95",7.94044665012407,99.2912110166059,0.708788983394082,47.7611940298507,13.6170212765957,9.52948183442525,92.3984272608126,32,371,35,4903,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.96",6.69975186104218,99.4937221547185,0.506277845281489,51.9230769230769,11.8681318681319,8.11298076923077,92.4920426886351,27,376,25,4913,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.97",5.4590570719603,99.534224382341,0.46577561765897,48.8888888888889,9.82142857142857,6.63850331925166,92.4358734319416,22,381,23,4915,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.98",4.71464019851117,99.7164844066424,0.283515593357631,57.5757575757576,8.71559633027523,5.77507598784195,92.5482119453286,19,384,14,4924,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.99",3.47394540942928,99.8784933171324,0.121506682867556,70,6.6193853427896,4.28921568627451,92.6043812020221,14,389,6,4932,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  1",0,100,0,NA,NA,NA,92.4545965175061,0,403,0,4938,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  random_rate",20.5955334987593,0.761036857027137,23.8963142972863,6.57165479018211,9.96398559423769,289.739130434783,71.9153716532485,83,320,1180,3758,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  random_50",45.6575682382134,0.499392466585662,50.0607533414338,6.92771084337349,12.0300751879699,358.364573570759,49.6161767459277,184,219,2472,2466,2,1,6,139,"longTermPlayer"
