"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.01",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.02",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.03",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.04",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.05",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.06",100,0,100,7.54540348249391,14.0320334261838,28.9802962749892,7.54540348249391,403,0,4938,0,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.07",100,1.49858242203321,98.5014175779668,7.65141446743877,14.2151675485009,29.2920482628289,8.93091181426699,403,0,4864,74,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.08",99.7518610421836,7.33090319967598,92.669096800324,8.07553234230615,14.9414606950381,30.5007587253414,14.3044373712788,402,1,4576,362,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.09",99.0074441687345,27.2377480761442,72.7622519238558,9.99498997995992,18.1569965870307,35.5995717344754,32.6530612244898,399,4,3593,1345,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.1",98.2630272952854,34.9736735520454,65.0263264479546,10.9786526199057,19.7506234413965,37.9383023567733,39.7491106534357,396,7,3211,1727,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.11",97.7667493796526,45.0992304576752,54.9007695423248,12.6892109500805,22.4629418472064,41.7638329446682,49.0732072645572,394,9,2711,2227,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.12",96.2779156327543,52.2073714054273,47.7926285945727,14.1193595342067,24.6271025071406,44.4954128440367,55.5326717843101,388,15,2360,2578,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.13",95.5334987593052,55.9335763466991,44.0664236533009,15.0331901600937,25.9784075573549,46.1298825784807,58.9215502714847,385,18,2176,2762,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.14",94.7890818858561,61.077359254759,38.922640745241,16.5798611111111,28.2231252308829,48.7742594484167,63.6210447481745,382,21,1922,3016,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.15",92.0595533498759,64.277035236938,35.722964763062,17.3770491803279,29.2356185973207,49.5062716840139,66.3733383261561,371,32,1764,3174,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.16",90.5707196029777,66.767922235723,33.232077764277,18.1954137587238,30.3030303030303,50.4422332780542,68.5639393372028,365,38,1641,3297,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.17",89.8263027295285,69.2588092345079,30.7411907654921,19.2553191489362,31.712658782304,51.8327605956472,70.8107096049429,362,41,1518,3420,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.18",88.5856079404466,71.4054272985014,28.5945727014986,20.1808931599774,32.8729281767956,52.7950310559006,72.7017412469575,357,46,1412,3526,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.19",87.5930521091811,73.248278655326,26.751721344674,21.0872162485066,33.9913336543091,53.7127206329884,74.3306496910691,353,50,1321,3617,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.2",87.3449131513648,74.8683677602268,25.1316322397732,22.0966729441306,35.2705410821643,54.9141965678627,75.8097734506647,352,51,1241,3697,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.21",86.848635235732,76.36695018226,23.63304981774,23.071852340145,36.4583333333333,55.9284116331096,77.1578356113087,350,53,1167,3771,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.22",84.3672456575682,77.5415147833131,22.4584852166869,23.4644582470669,36.7170626349892,55.5374060764456,78.0565437184048,340,63,1109,3829,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.23",82.6302729528536,78.5743215876873,21.4256784123127,23.9396117900791,37.123745819398,55.4445554445554,78.8803594832428,333,70,1058,3880,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.24",80.6451612903226,79.5058728230053,20.4941271769947,24.3081525804039,37.3563218390805,55.1034248897931,79.5918367346939,325,78,1012,3926,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.25",79.4044665012407,80.5994329688133,19.4005670311867,25.0391236306729,38.0725758477097,55.363321799308,80.5092679273544,320,83,958,3980,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.26",78.4119106699752,81.2879708383961,18.7120291616039,25.4838709677419,38.4662203286671,55.3997194950912,81.0709604942895,316,87,924,4014,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.27",75.9305210918114,82.1992709599028,17.8007290400972,25.8227848101266,38.5390428211587,54.7014658562746,81.726268489047,306,97,879,4059,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.28",74.4416873449131,82.685297691373,17.314702308627,25.974025974026,38.5109114249037,54.2103361040838,82.063284029208,300,103,855,4083,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.29",73.4491315136476,83.3738355609559,16.6261644390441,26.4995523724261,38.9473684210526,54.2323195309637,82.624976596143,296,107,821,4117,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.3",72.2084367245658,84.0421223167274,15.9578776832726,26.9694161260426,39.2712550607287,54.0691192865106,83.1492229919491,291,112,788,4150,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.31",70.4714640198511,84.6294046172539,15.3705953827461,27.2291466922339,39.2807745504841,53.4839924670433,83.5611308743681,284,119,759,4179,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.32",68.7344913151365,85.3179424868368,14.6820575131632,27.6447105788423,39.4306049822064,52.9839326702372,84.0666541846096,277,126,725,4213,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.33",66.9975186104218,85.7634669906845,14.2365330093155,27.7492291880781,39.2441860465116,52.2243713733075,84.3475004680771,270,133,703,4235,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.34",65.2605459057072,86.350749291211,13.649250708789,28.068303094984,39.2537313432836,51.5888583758337,84.7594083504962,263,140,674,4264,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.35",64.2679900744417,86.7962737950587,13.2037262049413,28.430296377607,39.4216133942161,51.3277843836702,85.0964238906572,259,144,652,4286,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.36",63.2754342431762,87.282300526529,12.717699473471,28.8788221970555,39.6578538102644,51.1022044088176,85.4708856019472,255,148,628,4310,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.37",62.2828784119107,87.7075739165654,12.2924260834346,29.2540792540793,39.8096748612213,50.8097165991903,85.7891780565437,251,152,607,4331,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.38",61.0421836228288,88.2341028756582,11.7658971243418,29.7460701330109,40,50.4305043050431,86.1823628533982,246,157,581,4357,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.39",60.2977667493797,88.6391251518834,11.3608748481166,30.2238805970149,40.2651201325601,50.2897350993378,86.5006553079948,243,160,561,4377,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.4",60.0496277915633,88.9833940866748,11.0166059133252,30.7888040712468,40.7064760302775,50.4587155963303,86.8002246770268,242,161,544,4394,2,1,6,139,"longTermPlayer"
"long_cut =  6 ; prob =  0.41",57.8163771712159,89.2871607938437,10.7128392061563,30.5774278215223,40,49.0732940185341,86.9125631904138,233,170,529,4409,2,1,6,139,"longTermPlayer"
