"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,8.13142857142857,15.0398985361729,30.6786823042428,8.13142857142857,1423,0,16077,0,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.01",100,0,100,8.13142857142857,15.0398985361729,30.6786823042428,8.13142857142857,1423,0,16077,0,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.02",100,0,100,8.13142857142857,15.0398985361729,30.6786823042428,8.13142857142857,1423,0,16077,0,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.03",100,0,100,8.13142857142857,15.0398985361729,30.6786823042428,8.13142857142857,1423,0,16077,0,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.04",86.6479269149684,20.5510978416371,79.4489021583629,8.80336998429245,15.9828893641843,31.2975936643314,25.9257142857143,1233,190,12773,3304,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.05",80.1827125790583,59.015985569447,40.984014430553,14.7606727037516,24.9317163771441,42.5048427954105,60.7371428571429,1141,282,6589,9488,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.06",77.7231201686578,67.9106798532064,32.0893201467936,17.6536312849162,28.7721123829344,46.2490591285439,68.7085714285714,1106,317,5159,10918,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.07",75.0527055516514,73.9379237419917,26.0620762580083,20.3119056675542,31.9712617871576,48.7671232876712,74.0285714285714,1068,355,4190,11887,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.08",68.0955727336613,83.7656279156559,16.2343720843441,27.0746018440905,38.7445021991204,52.2597346564556,82.4914285714286,969,454,2610,13467,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.09",64.6521433591005,87.1182434533806,12.8817565466194,30.7589434971581,41.6855459900317,52.9770816538063,85.2914285714286,920,503,2071,14006,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.1",62.9655657062544,89.0464638925173,10.9535361074827,33.7222431313511,43.921568627451,53.6591208527967,86.9257142857143,896,527,1761,14316,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.11",60.5059732958538,90.6201405734901,9.37985942650992,36.344449134656,45.4113924050633,53.405284704131,88.1714285714286,861,562,1508,14569,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.12",58.7491215741391,91.7459725073086,8.25402749269142,38.6500231160425,46.6257668711656,53.2145130490134,89.0628571428571,836,587,1327,14750,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.13",56.21925509487,92.8344840455309,7.16551595446911,40.9836065573771,47.4074074074074,52.3286237571952,89.8571428571429,800,623,1152,14925,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.14",54.3218552354181,93.4627107047335,6.53728929526654,42.3793859649123,47.6131813982137,51.4236295902076,90.28,773,650,1051,15026,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.15",52.0028109627547,94.3086396715805,5.69136032841948,44.7129909365559,48.0831708901884,50.3606914386825,90.8685714285714,740,683,915,15162,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.16",49.1918482080112,94.9493064626485,5.05069353735149,46.2962962962963,47.7001703577513,48.5841199333704,91.2285714285714,700,723,812,15265,2,1,6,4120,"longTermPlayer"
"long_cut =  6 ; prob =  0.17",47.9971890372453,95.4531318031971,4.54686819680289,48.3026874115983,48.14945364822,48.0579791725303,91.5942857142857,683,740,731,15346,2,1,6,4120,"longTermPlayer"
