"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-30.9566661154419,689.703409659391,-0.0448840264987668,0.964199749020104
"regionAS",11.0212109408017,293.344577587137,0.0375708698332013,0.970029834022469
"regionEU",13.8960188562399,293.344362333969,0.0473710104590983,0.962217533375298
"regionNA",14.4676537864205,293.344367240683,0.0493196918096951,0.960664526818188
"regionOC",13.8228948395873,293.345265351975,0.0471215883542613,0.962416321428875
"regionSA",11.9472063195819,293.346065891037,0.0407273446238057,0.967513261818994
"early_total_time_ms",2.08906321424852e-08,1.00773153590621e-08,2.07303546610747,0.0381689790295424
"first_day_total_time_ms",2.94063898566901e-08,2.40932435168881e-08,1.22052432816187,0.222266172833101
"early_number_of_events",0.00210819349900467,0.00047413757653025,4.44637506782837,8.73314173602966e-06
"first_day_number_of_events",-0.000861506411469865,0.00104728519836962,-0.822609173519333,0.410730280267835
"fieldDeviceTypeLastMOBILE_PHONE",1.3187330537909,0.31567080294533,4.17755789096305,2.94655682894454e-05
"fieldDeviceTypeLastTABLET",1.64204231410904,0.467416054527924,3.51302078352326,0.000443042819687425
"fieldPlatformLastANDROID_MOBILE",12.1977915521878,624.211450525621,0.0195411211087471,0.984409433396577
"fieldPlatformLastANDROID_TABLET",12.671071798654,624.211527432768,0.0202993236135306,0.983804595354921
"fieldPlatformLastIOS",11.7432476718747,624.211765984547,0.0188129226519024,0.984990344862372
"fieldPlatformLastIOS_MOBILE",12.3525957742851,624.211502498734,0.019789119112412,0.984211597875723
"fieldPlatformLastIOS_TABLET",12.0036948937046,624.211598230442,0.0192301695895005,0.984657490197288
