"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.58114640746143,0.523848011061186,-3.01833045859699,0.00254171577039871
"regionAS",-0.702579610928907,0.180925208816046,-3.88325991456086,0.000103065294164399
"regionEU",-0.449860580050024,0.177410996977788,-2.53569726631065,0.011222370230344
"regionNA",-0.351879314723162,0.182084221141359,-1.93250855300628,0.0532967674072132
"regionOC",-0.108512369684692,0.345891594104441,-0.313717857080756,0.7537353370031
"regionSA",-0.968387684904675,0.221750069820617,-4.36702313414397,1.25951391535545e-05
"first_day_total_time_ms",1.80500090808398e-07,1.40825953860578e-08,12.8172461013187,1.31280953642825e-37
"first_day_number_of_events",0.00159127717695875,0.000429878911190665,3.7016869996048,0.000214170723012601
"fieldDeviceTypeLastMOBILE_PHONE",2.1060544333857,0.154909782626326,13.5953611042495,4.26649722278125e-42
"fieldDeviceTypeLastTABLET",1.91337605873894,0.210719553452731,9.08020175340849,1.08373778566564e-19
"fieldPlatformLastANDROID_MOBILE",0.597636574403032,0.497961132945287,1.2001671111723,0.230074445632139
"fieldPlatformLastANDROID_TABLET",0.188688958758103,0.514805873139914,0.366524487390262,0.713973743687748
"fieldPlatformLastIOS",-2.58231076419568,0.637462657103616,-4.05092084284388,5.10164652169734e-05
"fieldPlatformLastIOS_MOBILE",-1.32598926306241,0.5191969325327,-2.55392353069978,0.0106516646869544
"fieldPlatformLastIOS_TABLET",-1.23645669486652,0.5379310892461,-2.29854105773919,0.0215310138714145
