"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id"
"long_cut =  6 ; prob =  0",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.01",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.02",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.03",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.04",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.05",99.9872611464968,0,100,46.0243931042571,63.0340507548988,80.994345152103,46.0216945177367,7849,1,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.06",99.9745222929936,0,100,46.0212279364335,63.0285507770148,80.9856974800322,46.0158311345646,7848,2,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.07",99.9745222929936,0,100,46.0212279364335,63.0285507770148,80.9856974800322,46.0158311345646,7848,2,9205,0,2,8,14,2880
"long_cut =  6 ; prob =  0.08",99.8853503184713,0.184682237914177,99.8153177620858,46.0449820893769,63.0330801077214,80.953560882942,46.0744649662855,7841,9,9188,17,2,8,14,2880
"long_cut =  6 ; prob =  0.09",99.8216560509554,0.412819120043455,99.5871808799565,46.0859848262071,63.0587856596789,80.9453959465322,46.168279097039,7836,14,9167,38,2,8,14,2880
"long_cut =  6 ; prob =  0.1",99.7961783439491,0.434546442151005,99.565453557849,46.085063827284,63.0528391484567,80.9314242029794,46.168279097039,7834,16,9165,40,2,8,14,2880
"long_cut =  6 ; prob =  0.11",99.7197452229299,0.771319934818034,99.228680065182,46.1502181346539,63.0985007254554,80.9313097059675,46.3148636763412,7828,22,9134,71,2,8,14,2880
"long_cut =  6 ; prob =  0.12",99.6433121019108,1.02118413905486,98.9788158609451,46.1938227130455,63.1239155872977,80.9177994330995,46.4145411902668,7822,28,9111,94,2,8,14,2880
"long_cut =  6 ; prob =  0.13",99.6050955414013,1.16241173275394,98.8375882672461,46.2197789206124,63.1404691726895,80.9135500962394,46.4731750219877,7819,31,9098,107,2,8,14,2880
"long_cut =  6 ; prob =  0.14",99.5286624203822,1.27104834329169,98.7289516567083,46.2280338441512,63.1328027150418,80.8782426864868,46.4966285546761,7813,37,9088,117,2,8,14,2880
"long_cut =  6 ; prob =  0.15",99.4394904458599,1.57523085279739,98.4247691472026,46.2824617573817,63.1655607703512,80.864376579787,46.6197596012899,7806,44,9060,145,2,8,14,2880
"long_cut =  6 ; prob =  0.16",99.2866242038217,3.17218902770234,96.8278109722977,46.6511043275274,63.4768090564808,81.0069220695533,47.4113163295221,7794,56,8913,292,2,8,14,2880
"long_cut =  6 ; prob =  0.17",99.0828025477707,4.55187398153178,95.4481260184682,46.9572567012799,63.7175391169001,81.0816445667584,48.0621518616242,7778,72,8786,419,2,8,14,2880
"long_cut =  6 ; prob =  0.18",98.7770700636943,5.71428571428571,94.2857142857143,47.18554128887,63.8636082856319,81.0528296364435,48.5488126649077,7754,96,8679,526,2,8,14,2880
"long_cut =  6 ; prob =  0.19",98.6369426751592,7.05051602390005,92.9494839760999,47.5059819620836,64.1268789597913,81.1652235895931,49.2055115801818,7743,107,8556,649,2,8,14,2880
"long_cut =  6 ; prob =  0.2",98.3694267515924,7.78924497555676,92.2107550244432,47.6372609500308,64.1895261845387,81.0964083175804,49.48109058927,7722,128,8488,717,2,8,14,2880
"long_cut =  6 ; prob =  0.21",98.0254777070064,9.07115697990223,90.9288430200978,47.8991596638655,64.3529165795526,81.0597282207943,50.0146584579302,7695,155,8370,835,2,8,14,2880
"long_cut =  6 ; prob =  0.22",97.4904458598726,11.2764801738186,88.7235198261814,48.3754740834387,64.6641318124208,81.0355781448539,50.9586631486368,7653,197,8167,1038,2,8,14,2880
"long_cut =  6 ; prob =  0.23",96.7898089171974,14.7963063552417,85.2036936447583,49.2066575998964,65.2440856983384,81.104160884695,52.5359132219291,7598,252,7843,1362,2,8,14,2880
"long_cut =  6 ; prob =  0.24",96.0636942675159,17.4687669744704,82.5312330255296,49.81503501123,65.6081433791543,81.0198117667283,53.6440926414541,7541,309,7597,1608,2,8,14,2880
"long_cut =  6 ; prob =  0.25",94.5605095541401,21.4883215643672,78.5116784356328,50.6689419795222,65.9822222222222,80.5971769815418,55.1216652008209,7423,427,7227,1978,2,8,14,2880
"long_cut =  6 ; prob =  0.26",92.7006369426752,27.5067897881586,72.4932102118414,52.1648745519713,66.7614678899083,80.2315325248071,57.5139255350337,7277,573,6673,2532,2,8,14,2880
"long_cut =  6 ; prob =  0.27",91.2229299363057,31.1569799022271,68.8430200977729,53.0523040450437,67.088251826869,79.7474275023386,58.8038698328936,7161,689,6337,2868,2,8,14,2880
"long_cut =  6 ; prob =  0.28",90.1656050955414,33.3514394350896,66.6485605649104,53.5684553091652,67.2079001091962,79.3266536659718,59.5016124303723,7078,772,6135,3070,2,8,14,2880
"long_cut =  6 ; prob =  0.29",89.2484076433121,35.2851711026616,64.7148288973384,54.0461312967677,67.323307548167,78.9621982282533,60.1231310466139,7006,844,5957,3248,2,8,14,2880
"long_cut =  6 ; prob =  0.3",88.140127388535,36.9690385659967,63.0309614340033,54.3903781149281,67.2694570025764,78.4093742208925,60.521841102316,6919,931,5802,3403,2,8,14,2880
"long_cut =  6 ; prob =  0.31",87.2738853503185,38.4464964693102,61.5535035306898,54.7335623551969,67.2754946727549,77.999407974133,60.9205511580182,6851,999,5666,3539,2,8,14,2880
