"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.72242098838757,0.559685102435964,-3.07748228582633,0.00208757245645591
"regionAS",-0.816079650327892,0.194312625788676,-4.1998282253435,2.67117551885666e-05
"regionEU",-0.459537232157683,0.190304412547297,-2.41474817113593,0.0157460921239017
"regionNA",-0.366798474439167,0.195046880590247,-1.8805657046612,0.0600310206439875
"regionOC",-0.246068040012,0.379120477216273,-0.649049721130277,0.516306238751045
"regionSA",-0.962822014477406,0.237607765169493,-4.05214877464378,5.07493755826382e-05
"early_total_time_ms",4.06786186597921e-08,9.12770773258048e-09,4.45660836779355,8.3266518078732e-06
"first_day_total_time_ms",1.17289630787131e-07,2.09384606611158e-08,5.60163579765658,2.1233833906568e-08
"early_number_of_events",0.00421232933194437,0.000348163684214502,12.0987039226905,1.07291732045877e-33
"first_day_number_of_events",-0.00588803241007654,0.000756676203194382,-7.78144255788624,7.17021861741212e-15
"fieldDeviceTypeLastMOBILE_PHONE",1.985293089284,0.160630119005046,12.3594074484974,4.3333917652084e-35
"fieldDeviceTypeLastTABLET",1.75087120148143,0.215976071982742,8.1067832441241,5.19774643089263e-16
"fieldPlatformLastANDROID_MOBILE",0.417488074133884,0.531962561770998,0.784807247983752,0.432566589892165
"fieldPlatformLastANDROID_TABLET",0.0873789802934437,0.549530873607851,0.159006498979342,0.873663753532597
"fieldPlatformLastIOS",-2.51611259299972,0.67329388915829,-3.73701979702387,0.000186214267337753
"fieldPlatformLastIOS_MOBILE",-1.34417499721677,0.553064226818293,-2.43041392308021,0.0150815879411226
"fieldPlatformLastIOS_TABLET",-1.08870332765314,0.570890474030021,-1.90702661399793,0.0565171412100129
