"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-30.8882597545233,697.084914423896,-0.0443106128326573,0.964656812167681
"regionAS",10.9438929127512,298.524443203763,0.0366599558659297,0.970756137754499
"regionEU",13.8430188722992,298.524235561578,0.046371507647471,0.963014145678546
"regionNA",14.4293138689178,298.524240333811,0.0483354847592373,0.961448874844098
"regionOC",13.8429711872355,298.525117881444,0.0463712108564785,0.963014382229033
"regionSA",11.8816879142104,298.525916370291,0.0398011940091404,0.968251624305564
"early_total_time_ms",2.16075955399993e-08,8.9091459304205e-09,2.42532737803965,0.0152945874970919
"first_day_total_time_ms",1.97451363824775e-08,2.527846055655e-08,0.781105176017581,0.434740637886973
"early_number_of_events",0.00151426499791341,0.000352472005943613,4.2961284084378,1.73806928469247e-05
"first_day_number_of_events",-0.000434905408346395,0.00100289412248679,-0.433650371056118,0.664542350812863
"fieldDeviceTypeLastMOBILE_PHONE",1.28712134420719,0.318199257676525,4.0450168036396,5.23193712811021e-05
"fieldDeviceTypeLastTABLET",1.61851962548121,0.472048967271282,3.42871129416338,0.000606454267320793
"fieldPlatformLastANDROID_MOBILE",12.1267930222376,629.929137527982,0.0192510431726122,0.984640838570104
"fieldPlatformLastANDROID_TABLET",12.621487009493,629.929214959408,0.020036357593458,0.984014369215512
"fieldPlatformLastIOS",11.7127674148998,629.929451358925,0.0185937764770836,0.985165167630956
"fieldPlatformLastIOS_MOBILE",12.3192591739319,629.929190095278,0.0195565777354572,0.984397103149037
"fieldPlatformLastIOS_TABLET",11.9546319924604,629.929287588938,0.0189777364348575,0.984858865962973
