"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id"
"long_cut =  10 ; prob =  0",100,0,100,4.24508941659337,8.1444400697452,18.1444539120846,4.24508941659337,724,0,16331,0,1,8,10,2880
"long_cut =  10 ; prob =  0.12",12.1546961325967,97.0424346335191,2.95756536648093,15.4115586690018,13.5907335907336,12.6910873954427,93.438874230431,88,636,483,15848,1,8,10,2880
"long_cut =  10 ; prob =  0.13",10.2209944751381,97.5567938276897,2.44320617231033,15.6448202959831,12.3642439431913,10.9824873849807,93.8493110524773,74,650,399,15932,1,8,10,2880
"long_cut =  10 ; prob =  0.14",7.73480662983425,98.107892964301,1.89210703569898,15.3424657534247,10.2846648301194,8.58632321373812,94.2714746408678,56,668,309,16022,1,8,10,2880
"long_cut =  10 ; prob =  0.15",5.80110497237569,98.444675770008,1.55532422999204,14.1891891891892,8.23529411764706,6.57894736842105,94.5118733509235,42,682,254,16077,1,8,10,2880
"long_cut =  10 ; prob =  0.16",4.83425414364641,98.7753352519748,1.22466474802523,14.8936170212766,7.2992700729927,5.58926860427978,94.7874523600117,35,689,200,16131,1,8,10,2880
"long_cut =  10 ; prob =  0.17",4.28176795580111,98.9529116404384,1.04708835956157,15.3465346534653,6.69546436285097,5.00322788896062,94.934036939314,31,693,171,16160,1,8,10,2880
"long_cut =  10 ; prob =  0.18",3.59116022099448,99.1366113526422,0.863388647357788,15.5688622754491,5.8361391694725,4.24420502775057,95.0806215186162,26,698,141,16190,1,8,10,2880
"long_cut =  10 ; prob =  0.19",3.1767955801105,99.271324474925,0.728675525075007,16.1971830985916,5.31177829099307,3.78538512179065,95.192025798886,23,701,119,16212,1,8,10,2880
"long_cut =  10 ; prob =  0.2",2.76243093922652,99.320311064846,0.679688935153999,15.2671755725191,4.67836257309941,3.30360092500826,95.2213427147464,20,704,111,16220,1,8,10,2880
"long_cut =  10 ; prob =  0.21",2.20994475138122,99.4244075684281,0.575592431571859,14.5454545454545,3.83693045563549,2.66134397870925,95.2975666959836,16,708,94,16237,1,8,10,2880
"long_cut =  10 ; prob =  0.22",2.20994475138122,99.467270834609,0.532729165390977,15.5339805825243,3.86940749697703,2.66755585195065,95.3386103781882,16,708,87,16244,1,8,10,2880
"long_cut =  10 ; prob =  0.23",1.93370165745856,99.5101341007899,0.489865899210096,14.8936170212766,3.42298288508557,2.34113712374582,95.3679272940487,14,710,80,16251,1,8,10,2880
"long_cut =  10 ; prob =  0.24",1.93370165745856,99.5346273957504,0.465372604249592,15.5555555555556,3.43980343980344,2.34427327528466,95.391380826737,14,710,76,16255,1,8,10,2880
"long_cut =  10 ; prob =  0.25",1.93370165745856,99.5652440144511,0.434755985548951,16.4705882352941,3.4610630407911,2.34820530023482,95.4206977425975,14,710,71,16260,1,8,10,2880
"long_cut =  10 ; prob =  0.26",1.65745856353591,99.6081072806319,0.39189271936807,15.7894736842105,3,2.01884253028264,95.4500146584579,12,712,64,16267,1,8,10,2880
"long_cut =  10 ; prob =  0.27",1.65745856353591,99.6387238993326,0.36127610066744,16.9014084507042,3.0188679245283,2.02224469160768,95.4793315743184,12,712,59,16272,1,8,10,2880
"long_cut =  10 ; prob =  0.28",1.51933701657459,99.6815871655134,0.318412834486559,17.4603174603175,2.79542566709022,1.85873605947955,95.5145118733509,11,713,52,16279,1,8,10,2880
"long_cut =  10 ; prob =  0.29",1.51933701657459,99.6999571367338,0.300042863266181,18.3333333333333,2.80612244897959,1.86062246278755,95.5321020228672,11,713,49,16282,1,8,10,2880
"long_cut =  10 ; prob =  0.3",1.51933701657459,99.7183271079542,0.281672892045803,19.2982456140351,2.8169014084507,1.86251269895022,95.5496921723835,11,713,46,16285,1,8,10,2880
"long_cut =  10 ; prob =  0.31",0.966850828729282,99.7366970791746,0.263302920825426,14,1.80878552971576,1.18805159538357,95.5438287892114,7,717,43,16288,1,8,10,2880
"long_cut =  10 ; prob =  0.32",0.828729281767956,99.755067050395,0.244932949605048,13.0434782608696,1.55844155844156,1.01971447994562,95.5555555555556,6,718,40,16291,1,8,10,2880
"long_cut =  10 ; prob =  0.33",0.69060773480663,99.7734370216153,0.22656297838467,11.9047619047619,1.30548302872063,0.850918992511913,95.5672823218997,5,719,37,16294,1,8,10,2880
"long_cut =  10 ; prob =  0.34",0.414364640883978,99.7734370216153,0.22656297838467,7.5,0.785340314136126,0.510899182561308,95.5555555555556,3,721,37,16294,1,8,10,2880
"long_cut =  10 ; prob =  0.35",0.414364640883978,99.7918069928357,0.208193007164292,8.10810810810811,0.788436268068331,0.511421752471872,95.5731457050718,3,721,34,16297,1,8,10,2880
"long_cut =  10 ; prob =  0.36",0.138121546961326,99.7979303165758,0.202069683424166,2.94117647058824,0.263852242744063,0.170648464163823,95.5672823218997,1,723,33,16298,1,8,10,2880
"long_cut =  10 ; prob =  0.37",0.138121546961326,99.804053640316,0.195946359684041,3.03030303030303,0.264200792602378,0.170706725844998,95.5731457050718,1,723,32,16299,1,8,10,2880
"long_cut =  10 ; prob =  0.38",0.138121546961326,99.8163002877962,0.183699712203789,3.2258064516129,0.264900662251656,0.17082336863683,95.584872471416,1,723,30,16301,1,8,10,2880
"long_cut =  10 ; prob =  0.39",0.138121546961326,99.8285469352765,0.171453064723537,3.44827586206897,0.265604249667995,0.170940170940171,95.5965992377602,1,723,28,16303,1,8,10,2880
"long_cut =  10 ; prob =  0.4",0.138121546961326,99.8285469352765,0.171453064723537,3.44827586206897,0.265604249667995,0.170940170940171,95.5965992377602,1,723,28,16303,1,8,10,2880
"long_cut =  10 ; prob =  0.41",0.138121546961326,99.8346702590166,0.165329740983411,3.57142857142857,0.265957446808511,0.170998632010944,95.6024626209323,1,723,27,16304,1,8,10,2880
"long_cut =  10 ; prob =  0.42",0.138121546961326,99.8346702590166,0.165329740983411,3.57142857142857,0.265957446808511,0.170998632010944,95.6024626209323,1,723,27,16304,1,8,10,2880
"long_cut =  10 ; prob =  0.43",0.138121546961326,99.8346702590166,0.165329740983411,3.57142857142857,0.265957446808511,0.170998632010944,95.6024626209323,1,723,27,16304,1,8,10,2880
"long_cut =  10 ; prob =  0.44",0.138121546961326,99.853040230237,0.146959769763022,4,0.267022696929239,0.171174255391989,95.6200527704486,1,723,24,16307,1,8,10,2880
"long_cut =  10 ; prob =  0.45",0.138121546961326,99.8652868777172,0.13471312228277,4.34782608695652,0.267737617135208,0.171291538198013,95.6317795367927,1,723,22,16309,1,8,10,2880
"long_cut =  10 ; prob =  0.46",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.47",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.48",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.49",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.5",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.51",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.52",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.53",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.54",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.55",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.56",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.57",0,99.8775335251975,0.122466474802518,0,NA,NA,95.6376429199648,0,724,20,16311,1,8,10,2880
"long_cut =  10 ; prob =  0.58",0,99.8836568489376,0.116343151062392,0,NA,NA,95.6435063031369,0,724,19,16312,1,8,10,2880
"long_cut =  10 ; prob =  0.59",0,99.8897801726777,0.110219827322267,0,NA,NA,95.649369686309,0,724,18,16313,1,8,10,2880
"long_cut =  10 ; prob =  0.6",0,99.8897801726777,0.110219827322267,0,NA,NA,95.649369686309,0,724,18,16313,1,8,10,2880
"long_cut =  10 ; prob =  0.61",0,99.8897801726777,0.110219827322267,0,NA,NA,95.649369686309,0,724,18,16313,1,8,10,2880
"long_cut =  10 ; prob =  0.62",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.63",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.64",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.65",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.66",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.67",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.68",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.69",0,99.8959034964179,0.104096503582141,0,NA,NA,95.6552330694811,0,724,17,16314,1,8,10,2880
"long_cut =  10 ; prob =  0.7",0,99.902026820158,0.0979731798420147,0,NA,NA,95.6610964526532,0,724,16,16315,1,8,10,2880
"long_cut =  10 ; prob =  0.71",0,99.902026820158,0.0979731798420147,0,NA,NA,95.6610964526532,0,724,16,16315,1,8,10,2880
"long_cut =  10 ; prob =  0.72",0,99.902026820158,0.0979731798420147,0,NA,NA,95.6610964526532,0,724,16,16315,1,8,10,2880
"long_cut =  10 ; prob =  0.73",0,99.902026820158,0.0979731798420147,0,NA,NA,95.6610964526532,0,724,16,16315,1,8,10,2880
"long_cut =  10 ; prob =  0.74",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.75",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.76",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.77",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.78",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.79",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.8",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.81",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.82",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.83",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.84",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.85",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.86",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.87",0,99.9081501438981,0.0918498561018888,0,NA,NA,95.6669598358253,0,724,15,16316,1,8,10,2880
"long_cut =  10 ; prob =  0.88",0,99.9203967913784,0.0796032086216369,0,NA,NA,95.6786866021694,0,724,13,16318,1,8,10,2880
"long_cut =  10 ; prob =  0.89",0,99.9203967913784,0.0796032086216369,0,NA,NA,95.6786866021694,0,724,13,16318,1,8,10,2880
"long_cut =  10 ; prob =  0.9",0,99.9203967913784,0.0796032086216369,0,NA,NA,95.6786866021694,0,724,13,16318,1,8,10,2880
"long_cut =  10 ; prob =  0.91",0,99.9326434388586,0.0673565611413851,0,NA,NA,95.6904133685136,0,724,11,16320,1,8,10,2880
"long_cut =  10 ; prob =  0.92",0,99.9326434388586,0.0673565611413851,0,NA,NA,95.6904133685136,0,724,11,16320,1,8,10,2880
"long_cut =  10 ; prob =  0.93",0,99.9387667625987,0.0612332374012592,0,NA,NA,95.6962767516857,0,724,10,16321,1,8,10,2880
"long_cut =  10 ; prob =  0.94",0,99.9448900863389,0.0551099136611333,0,NA,NA,95.7021401348578,0,724,9,16322,1,8,10,2880
"long_cut =  10 ; prob =  0.95",0,99.951013410079,0.0489865899210074,0,NA,NA,95.7080035180299,0,724,8,16323,1,8,10,2880
"long_cut =  10 ; prob =  0.96",0,99.951013410079,0.0489865899210074,0,NA,NA,95.7080035180299,0,724,8,16323,1,8,10,2880
"long_cut =  10 ; prob =  0.97",0,99.951013410079,0.0489865899210074,0,NA,NA,95.7080035180299,0,724,8,16323,1,8,10,2880
"long_cut =  10 ; prob =  0.98",0,99.951013410079,0.0489865899210074,0,NA,NA,95.7080035180299,0,724,8,16323,1,8,10,2880
"long_cut =  10 ; prob =  0.99",0,99.951013410079,0.0489865899210074,0,NA,NA,95.7080035180299,0,724,8,16323,1,8,10,2880
"long_cut =  10 ; prob =  1",0,100,0,NA,NA,NA,95.7549105834066,0,724,0,16331,1,8,10,2880
"long_cut =  10 ; prob =  random_rate",2.19178082191781,0.975372689326178,2.46273106738223,3.72960372960373,2.76100086281277,173.036727381308,93.56,16,714,413,16357,1,8,10,2880
"long_cut =  10 ; prob =  random_50",51.3698630136986,0.499284436493739,50.0715563506261,4.2749658002736,7.89307514207535,406.346219637359,49.9885714285714,375,355,8397,8373,1,8,10,2880
