"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id"
"long_cut =  6 ; prob =  0",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.01",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.02",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.03",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.04",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.05",100,0,100,46.0275579009088,63.0395502911062,81.0029924672376,46.0275579009088,7850,0,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.06",99.9872611464968,0,100,46.0243931042571,63.0340507548988,80.994345152103,46.0216945177367,7849,1,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.07",99.9872611464968,0,100,46.0243931042571,63.0340507548988,80.994345152103,46.0216945177367,7849,1,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.08",99.9872611464968,0,100,46.0243931042571,63.0340507548988,80.994345152103,46.0216945177367,7849,1,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.09",99.9872611464968,0,100,46.0243931042571,63.0340507548988,80.994345152103,46.0216945177367,7849,1,9205,0,1,8,14,2880
"long_cut =  6 ; prob =  0.1",99.9235668789809,0.086909288430201,99.9130907115698,46.0301625491462,63.0267968341971,80.9644722445862,46.039284667253,7844,6,9197,8,1,8,14,2880
"long_cut =  6 ; prob =  0.11",99.8343949044586,0.304182509505703,99.6958174904943,46.062066533443,63.0389317889318,80.9373321766431,46.1155086484902,7837,13,9177,28,1,8,14,2880
"long_cut =  6 ; prob =  0.12",99.7961783439491,0.40195545898968,99.5980445410103,46.0769321256323,63.0452277482698,80.9264079996694,46.1506889475227,7834,16,9168,37,1,8,14,2880
"long_cut =  6 ; prob =  0.13",99.7579617834395,0.48886474741988,99.5111352525801,46.0891059972927,63.0489915864901,80.9138062862929,46.1800058633832,7831,19,9160,45,1,8,14,2880
"long_cut =  6 ; prob =  0.14",99.6942675159236,0.966865833785986,99.033134166214,46.1928934010152,63.1332687963859,80.9441065739936,46.4086778070947,7826,24,9116,89,1,8,14,2880
"long_cut =  6 ; prob =  0.15",99.6433121019108,1.07550244432374,98.9244975556763,46.2074669187146,63.1366534829284,80.9261711637146,46.4438581061272,7822,28,9106,99,1,8,14,2880
"long_cut =  6 ; prob =  0.16",99.5923566878981,1.20586637696904,98.794133623031,46.2275307473983,63.1451417494548,80.9115747640338,46.490765171504,7818,32,9094,111,1,8,14,2880
"long_cut =  6 ; prob =  0.17",99.5286624203822,1.26018468223791,98.7398153177621,46.2252987812093,63.1302521008403,80.8765682580432,46.490765171504,7813,37,9089,116,1,8,14,2880
"long_cut =  6 ; prob =  0.18",99.4140127388535,1.78164041281912,98.2183595871809,46.3282873256159,63.203077546062,80.8788475489688,46.7194371152155,7804,46,9041,164,1,8,14,2880
"long_cut =  6 ; prob =  0.19",99.3630573248408,2.55296034763715,97.4470396523628,46.5116279069767,63.3631194151097,80.9632551380527,47.1122837877455,7800,50,8970,235,1,8,14,2880
"long_cut =  6 ; prob =  0.2",99.1210191082803,3.11787072243346,96.8821292775665,46.5956045272172,63.3915841785816,80.8852574897607,47.3057754324245,7781,69,8918,287,1,8,14,2880
"long_cut =  6 ; prob =  0.21",98.9936305732484,3.35687126561651,96.6431287343835,46.62506749865,63.3927478892197,80.8350843614122,47.3761360304896,7771,79,8896,309,1,8,14,2880
"long_cut =  6 ; prob =  0.22",98.8662420382166,3.78055404671374,96.2194459532863,46.7023709230954,63.437959784208,80.8134449581407,47.5461741424802,7761,89,8857,348,1,8,14,2880
"long_cut =  6 ; prob =  0.23",98.687898089172,4.21510048886475,95.7848995111353,46.7701038396523,63.4635864667814,80.7584855308148,47.6986221049546,7747,103,8817,388,1,8,14,2880
"long_cut =  6 ; prob =  0.24",98.5222929936306,5.07332971211298,94.926670287887,46.9524040796503,63.5967436888414,80.7779077540107,48.0856053943125,7734,116,8738,467,1,8,14,2880
"long_cut =  6 ; prob =  0.25",98.203821656051,6.12710483432917,93.8728951656708,47.1498470948012,63.7107438016529,80.7225130890052,48.507768982703,7709,141,8641,564,1,8,14,2880
