"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.93998692476919,0.613603402684548,-3.16162999794598,0.00156888772520013
"regionAS",-0.832473393678944,0.197631616109365,-4.21224807076553,2.52841642333734e-05
"regionEU",-0.455827375271673,0.193585576881096,-2.35465566503258,0.0185398766043126
"regionNA",-0.372931754103236,0.198371568218271,-1.87996575039873,0.0601127458526155
"regionOC",-0.282020460297775,0.382542421775656,-0.737226629634209,0.460984541871155
"regionSA",-0.966525245601371,0.24175850526224,-3.99789552203328,6.39081462811148e-05
"early_total_time_ms",4.36599988950303e-08,8.33873843899672e-09,5.23580385863299,1.64268329028318e-07
"first_day_total_time_ms",1.0390066115893e-07,2.07711604703639e-08,5.00215966783245,5.66916055150948e-07
"early_number_of_events",0.0037027777702469,0.000313347747477352,11.8168322576326,3.19506312963467e-32
"first_day_number_of_events",-0.00546901402518843,0.000749600166397003,-7.29590823261895,2.96651053995038e-13
"fieldDeviceTypeLastMOBILE_PHONE",1.93660511654599,0.162600522732649,11.9102022797933,1.04722902531488e-32
"fieldDeviceTypeLastTABLET",1.7321210690122,0.218388826607224,7.93136304600168,2.16753546189292e-15
"fieldPlatformLastANDROID_MOBILE",0.608226488995956,0.587610378411218,1.03508466041815,0.300629375637603
"fieldPlatformLastANDROID_TABLET",0.250044488830503,0.604129543895144,0.413892171566935,0.678953077331699
"fieldPlatformLastIOS",-2.31388389663167,0.719501351763592,-3.21595489843075,0.0013001126286249
"fieldPlatformLastIOS_MOBILE",-1.10487636080621,0.607082516789119,-1.81997723579644,0.0687624716455588
"fieldPlatformLastIOS_TABLET",-0.869126745464889,0.623779637206564,-1.39332336874132,0.163522027092724
