"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  5 ; prob =  0",100,0,100,4.25781479092135,8.16785734375879,18.1909295915811,4.25781479092135,726,0,16325,0,1,9
"long_cut =  5 ; prob =  0.01",95.8677685950413,29.9050535987749,70.0949464012251,5.73358596259988,10.8200544111932,23.133683440803,32.7136238343792,696,30,11443,4882,1,9
"long_cut =  5 ; prob =  0.02",88.9807162534435,43.9632465543645,56.0367534456355,6.59587502552583,12.2813688212928,25.4370767049929,45.8800070377104,646,80,9148,7177,1,9
"long_cut =  5 ; prob =  0.03",80.8539944903581,49.1026033690659,50.8973966309342,6.59847122302158,12.2012055705674,24.8728813559322,50.4545187965515,587,139,8309,8016,1,9
"long_cut =  5 ; prob =  0.04",71.900826446281,64.7350689127106,35.2649310872894,8.31342570473005,14.9036402569593,28.422084286181,65.0401735968565,522,204,5757,10568,1,9
"long_cut =  5 ; prob =  0.05",63.0853994490358,68.9678407350689,31.0321592649311,8.29109341057205,14.656,27.171333649739,68.7173772799249,458,268,5066,11259,1,9
"long_cut =  5 ; prob =  0.06",56.0606060606061,80.906584992343,19.093415007657,11.5493757094211,19.1529411764706,31.6583696328563,79.8486892264383,407,319,3117,13208,1,9
"long_cut =  5 ; prob =  0.07",47.2451790633609,86.468606431853,13.531393568147,13.4404388714734,20.9273947528981,31.433284457478,84.798545539851,343,383,2209,14116,1,9
"long_cut =  5 ; prob =  0.08",39.3939393939394,89.9540581929556,10.0459418070444,14.8494288681205,21.5686274509804,29.6066252587992,87.8013019764237,286,440,1640,14685,1,9
"long_cut =  5 ; prob =  0.09",33.1955922865014,92.3246554364472,7.67534456355283,16.1311914323963,21.7117117117117,27.3988176443838,89.8070494399155,241,485,1253,15072,1,9
"long_cut =  5 ; prob =  0.1",28.099173553719,94.0153139356815,5.98468606431853,17.2734970364098,21.39486103828,24.969400244798,91.2087267608938,204,522,977,15348,1,9
"long_cut =  5 ; prob =  0.11",22.8650137741047,95.2526799387443,4.74732006125574,17.6408076514346,19.9160167966407,21.5864759427828,92.1705471819835,166,560,775,15550,1,9
"long_cut =  5 ; prob =  0.12",19.2837465564738,96.104134762634,3.895865237366,18.0412371134021,18.641810918775,19.0217391304348,92.8332649111489,140,586,636,15689,1,9
"long_cut =  5 ; prob =  0.13",15.8402203856749,96.6493108728943,3.35068912710567,17.3716012084592,16.5706051873199,16.1245092540662,93.2086094657205,115,611,547,15778,1,9
"long_cut =  5 ; prob =  0.14",13.7741046831956,97.0719754977029,2.92802450229709,17.3010380622837,15.3374233128834,14.3595634692705,93.5253064336403,100,626,478,15847,1,9
"long_cut =  5 ; prob =  0.15",12.2589531680441,97.5068912710567,2.49310872894334,17.9435483870968,14.5662847790507,13.0882352941176,93.8771919535511,89,637,407,15918,1,9
"long_cut =  5 ; prob =  0.16",11.2947658402204,97.7825421133231,2.21745788667688,18.4684684684685,14.017094017094,12.2461170848268,94.100052782828,82,644,362,15963,1,9
"long_cut =  5 ; prob =  0.17",9.50413223140496,97.9846860643185,2.01531393568147,17.3366834170854,12.2775800711744,10.4482132041187,94.2173479561316,69,657,329,15996,1,9
"long_cut =  5 ; prob =  0.18",8.67768595041322,98.2297090352221,1.77029096477794,17.8977272727273,11.6883116883117,9.67444717444717,94.4167497507478,63,663,289,16036,1,9
"long_cut =  5 ; prob =  0.19",7.98898071625344,98.4012251148545,1.59877488514548,18.1818181818182,11.1004784688995,8.9978281104561,94.5516392000469,58,668,261,16064,1,9
"long_cut =  5 ; prob =  0.2",6.74931129476584,98.5604900459418,1.43950995405819,17.2535211267606,9.7029702970297,7.68506900878294,94.651340097355,49,677,235,16090,1,9
"long_cut =  5 ; prob =  0.21",5.92286501377411,98.6707503828484,1.32924961715161,16.5384615384615,8.72210953346856,6.79519595448799,94.7217172013372,43,683,217,16108,1,9
"long_cut =  5 ; prob =  0.22",5.50964187327824,98.7871362940276,1.21286370597243,16.8067226890756,8.29875518672199,6.3653723742839,94.8155533399801,40,686,198,16127,1,9
"long_cut =  5 ; prob =  0.23",5.09641873278237,98.8606431852986,1.13935681470138,16.5919282511211,7.79768177028451,5.9162136232811,94.8683361679667,37,689,186,16139,1,9
"long_cut =  5 ; prob =  0.24",4.54545454545455,98.9218989280245,1.0781010719755,15.7894736842105,7.05882352941176,5.30035335689046,94.9035247199578,33,693,176,16149,1,9
