"","NA.","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","prob"
"1",NA,8.03468525327918,8.03468525327918,8.16142993648474,8.04705106359589,8.16785734375879,8.03468525327918,8.03468525327918,8.16785734375879,8.16785734375879,8.03468525327918,0
"2",NA,8.03468525327918,8.04242156429518,10.2235491152698,8.8008800880088,10.6991789002239,8.03468525327918,8.03468525327918,10.6324174930906,10.8200544111932,8.01634185391708,0
"3",NA,15.6071776324941,15.8419075616528,11.5074415897564,8.75651294812971,11.7224648229015,15.431500207785,14.9843652282677,11.5819209039548,12.2813688212928,15.5604953953636,0
"4",NA,17.7431906614786,17.936188559931,12.7681625038864,14.8324599015404,14.0463917525773,18.1868435599779,17.0189098998888,11.8682684341342,12.2012055705674,17.533185840708,0
"5",NA,17.4652241112828,17.6,12.5819717683672,17.7545691906005,14.4931921331316,17.5870858113849,15.5555555555556,14.90950876185,14.9036402569593,17.9476861167002,0
"6",NA,16.590794132524,16.1168199026501,16.2865403148089,18.0823915421072,17.2764227642276,15.6660949113779,11.2359550561798,15.0122649223222,14.656,16.1904761904762,0
"7",NA,13.2754342431762,14.7764095917045,19.1774698256594,16.6277440448389,19.9082816293499,13.8217000691085,8.8150289017341,19.2702122585261,19.1529411764706,14.4609425435765,0
"8",NA,12.3652048885694,12.3695976154993,20.6102475532527,15.8013544018059,20.5434062292909,11.5729421352893,7.96178343949045,20.3589108910891,20.9273947528981,13.1754256106588,0
"9",NA,9.83870967741936,11.4574557708509,20.7067137809187,13.4728580771746,20.9992193598751,9.13978494623656,6.40138408304498,20.8966565349544,21.5686274509804,10.9612141652614,0
"10",NA,7.5993091537133,9.45319740500463,21.2856534695615,11.7130307467057,21.0432456531431,7.38581146744412,5.18518518518519,20.3237410071942,21.7117117117117,10.054844606947,0
"11",NA,7.00460829493088,7.79220779220779,20.8791208791209,9.95184590690209,21.6406643180674,6.00414078674948,5.18234165067178,20.5821205821206,21.39486103828,8.64440078585462,0
"12",NA,6.78294573643411,7.68431983385254,19.7851893725269,8.95008605851979,21.1494252873563,5.19480519480519,4.97017892644135,19.6606202457578,19.9160167966407,7.826982492276,0
"13",NA,7.04934541792548,6.76855895196506,18.5414091470952,6.93430656934307,20.4185161699429,5.32741398446171,4.73251028806584,18.0144641683103,18.641810918775,6.10687022900763,0
"14",NA,7.02479338842975,6.53889515219842,17.9452054794521,6.07787274453941,19.5323246217331,5.01710376282782,4.42571127502634,16.9014084507042,16.5706051873199,6.27099664053751,0
"15",NA,5.98930481283423,5.99078341013825,16.1434977578475,5.34124629080119,18.6943620178042,4.94117647058823,3.8751345532831,15.5572176514585,15.3374233128834,4.62962962962963,0
"16",NA,6.06060606060606,4.23031727379553,15.5926809864757,4.86815415821501,17.6239181746656,4.35308343409915,3.47826086956522,15.0913423351867,14.5662847790507,4.70035252643948,0
"17",NA,5.51267916207277,3.80499405469679,15.1103565365025,4.99479708636837,16.2828947368421,4.41717791411043,3.30760749724366,13.8795986622074,14.017094017094,3.84615384615385,0
"18",NA,5.66251415628539,3.87409200968523,14.4493392070485,5.11727078891258,14.7058823529412,4.43896424167694,3.31491712707182,12.565445026178,12.2775800711744,3.41047503045067,0
