"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  5 ; prob =  0",100,0,100,4.1854880210418,8.03468525327918,17.9262379389724,4.1854880210418,732,0,16757,0,1,1
"long_cut =  5 ; prob =  0.15",3.82513661202186,99.0213045294504,0.978695470549618,14.5833333333333,6.06060606060606,4.48717948717949,95.0368803247756,28,704,164,16593,1,1
"long_cut =  5 ; prob =  0.16",3.41530054644809,99.1048517037656,0.895148296234405,14.2857142857143,5.51267916207277,4.02835965194973,95.0997770026874,25,707,150,16607,1,1
"long_cut =  5 ; prob =  0.17",3.41530054644809,99.2480754311631,0.751924568836904,16.5562913907285,5.66251415628539,4.059759662228,95.2370061181314,25,707,126,16631,1,1
"long_cut =  5 ; prob =  0.18",2.86885245901639,99.3017843289372,0.698215671062841,15.2173913043478,4.82758620689655,3.42465753424658,95.2655955171822,21,711,117,16640,1,1
"long_cut =  5 ; prob =  0.19",2.59562841530055,99.3614608820195,0.638539117980541,15.0793650793651,4.42890442890443,3.11067452521284,95.3113385556636,19,713,107,16650,1,1
"long_cut =  5 ; prob =  0.2",2.3224043715847,99.4151697797935,0.584830220206478,14.7826086956522,4.01416765053129,2.79329608938548,95.3513637143347,17,715,98,16659,1,1
"long_cut =  5 ; prob =  0.21",2.04918032786885,99.4569433669511,0.543056633048877,14.1509433962264,3.5799522673031,2.47198417930125,95.3799531133856,15,717,91,16666,1,1
"long_cut =  5 ; prob =  0.22",2.04918032786885,99.4808139881841,0.519186011815953,14.7058823529412,3.59712230215827,2.47524752475248,95.4028246326262,15,717,87,16670,1,1
"long_cut =  5 ; prob =  0.23",2.04918032786885,99.5106522647252,0.489347735274814,15.4639175257732,3.61881785283474,2.47933884297521,95.4314140316771,15,717,82,16675,1,1
"long_cut =  5 ; prob =  0.24",1.63934426229508,99.5166199200334,0.483380079966578,12.9032258064516,2.90909090909091,1.98609731876862,95.4199782720567,12,720,81,16676,1,1
"long_cut =  5 ; prob =  0.25",1.50273224043716,99.5285552306499,0.471444769350127,12.2222222222222,2.67639902676399,1.82239893969516,95.4256961518669,11,721,79,16678,1,1
"long_cut =  5 ; prob =  0.26",1.50273224043716,99.5464581965746,0.453541803425439,12.6436781609195,2.68620268620269,1.82421227197347,95.4428497912974,11,721,76,16681,1,1
"long_cut =  5 ; prob =  0.27",1.50273224043716,99.5822641284239,0.417735871576053,13.5802469135802,2.7060270602706,1.82784978398139,95.4771570701584,11,721,70,16687,1,1
"long_cut =  5 ; prob =  0.28",1.50273224043716,99.5822641284239,0.417735871576053,13.5802469135802,2.7060270602706,1.82784978398139,95.4771570701584,11,721,70,16687,1,1
"long_cut =  5 ; prob =  0.29",1.36612021857923,99.5941994390404,0.405800560959602,12.8205128205128,2.46913580246914,1.66333998669328,95.4828749499686,10,722,68,16689,1,1
"long_cut =  5 ; prob =  0.3",1.36612021857923,99.6061347496569,0.393865250343139,13.1578947368421,2.47524752475248,1.66444740346205,95.4943107095889,10,722,66,16691,1,1
"long_cut =  5 ; prob =  0.31",1.36612021857923,99.6121024049651,0.387897595034914,13.3333333333333,2.47831474597274,1.66500166500167,95.5000285893991,10,722,65,16692,1,1
"long_cut =  5 ; prob =  0.32",1.09289617486339,99.6240377155816,0.375962284418452,11.2676056338028,1.99252801992528,1.33377792597533,95.5000285893991,8,724,63,16694,1,1
"long_cut =  5 ; prob =  0.33",1.09289617486339,99.635973026198,0.36402697380199,11.5942028985507,1.99750312109863,1.33466800133467,95.5114643490194,8,724,61,16696,1,1
"long_cut =  5 ; prob =  0.34",1.09289617486339,99.6479083368145,0.352091663185539,11.9402985074627,2.00250312891114,1.3355592654424,95.5229001086397,8,724,59,16698,1,1
"long_cut =  5 ; prob =  0.35",1.09289617486339,99.6598436474309,0.340156352569077,12.3076923076923,2.00752823086575,1.33645172068159,95.53433586826,8,724,57,16700,1,1
"long_cut =  5 ; prob =  0.36",0.956284153005465,99.6777466133556,0.322253386644389,11.4754098360656,1.76544766708701,1.17096018735363,95.5457716278804,7,725,54,16703,1,1
"long_cut =  5 ; prob =  0.37",0.956284153005465,99.6956495792803,0.304350420719701,12.0689655172414,1.77215189873418,1.17213663764233,95.5629252673109,7,725,51,16706,1,1
"long_cut =  5 ; prob =  0.38",0.956284153005465,99.713552545205,0.286447454795014,12.7272727272727,1.77890724269377,1.1733154542407,95.5800789067414,7,725,48,16709,1,1
"long_cut =  5 ; prob =  0.39",0.956284153005465,99.7195202005132,0.280479799486777,12.962962962963,1.78117048346056,1.17370892018779,95.5857967865515,7,725,47,16710,1,1
"long_cut =  5 ; prob =  0.4",0.956284153005465,99.7374231664379,0.262576833562089,13.7254901960784,1.78799489144317,1.17489090298758,95.602950425982,7,725,44,16713,1,1
"long_cut =  5 ; prob =  0.41",0.956284153005465,99.7374231664379,0.262576833562089,13.7254901960784,1.78799489144317,1.17489090298758,95.602950425982,7,725,44,16713,1,1
"long_cut =  5 ; prob =  0.42",0.683060109289617,99.7433908217461,0.256609178253864,10.4166666666667,1.28205128205128,0.84005376344086,95.5972325461719,5,727,43,16714,1,1
"long_cut =  5 ; prob =  0.43",0.683060109289617,99.7433908217461,0.256609178253864,10.4166666666667,1.28205128205128,0.84005376344086,95.5972325461719,5,727,43,16714,1,1
"long_cut =  5 ; prob =  0.44",0.683060109289617,99.7553261323626,0.244673867637402,10.8695652173913,1.2853470437018,0.840618695359785,95.6086683057922,5,727,41,16716,1,1
"long_cut =  5 ; prob =  0.45",0.683060109289617,99.7732290982873,0.226770901712714,11.6279069767442,1.29032258064516,0.841467519353753,95.6258219452227,5,727,38,16719,1,1
"long_cut =  5 ; prob =  0.46",0.683060109289617,99.7732290982873,0.226770901712714,11.6279069767442,1.29032258064516,0.841467519353753,95.6258219452227,5,727,38,16719,1,1
"long_cut =  5 ; prob =  0.47",0.409836065573771,99.7791967535955,0.220803246404488,7.5,0.77720207253886,0.505390835579515,95.6201040654125,3,729,37,16720,1,1
"long_cut =  5 ; prob =  0.48",0.409836065573771,99.7791967535955,0.220803246404488,7.5,0.77720207253886,0.505390835579515,95.6201040654125,3,729,37,16720,1,1
"long_cut =  5 ; prob =  0.49",0.409836065573771,99.7791967535955,0.220803246404488,7.5,0.77720207253886,0.505390835579515,95.6201040654125,3,729,37,16720,1,1
"long_cut =  5 ; prob =  0.5",0.409836065573771,99.791132064212,0.208867935788026,7.89473684210526,0.779220779220779,0.505731625084289,95.6315398250329,3,729,35,16722,1,1
"long_cut =  5 ; prob =  0.51",0.409836065573771,99.8030673748284,0.196932625171575,8.33333333333333,0.78125,0.506072874493927,95.6429755846532,3,729,33,16724,1,1
"long_cut =  5 ; prob =  0.52",0.409836065573771,99.8030673748284,0.196932625171575,8.33333333333333,0.78125,0.506072874493927,95.6429755846532,3,729,33,16724,1,1
"long_cut =  5 ; prob =  0.53",0.409836065573771,99.8030673748284,0.196932625171575,8.33333333333333,0.78125,0.506072874493927,95.6429755846532,3,729,33,16724,1,1
"long_cut =  5 ; prob =  0.54",0.409836065573771,99.8209703407531,0.179029659246877,9.09090909090909,0.784313725490196,0.506585612968592,95.6601292240837,3,729,30,16727,1,1
"long_cut =  5 ; prob =  0.55",0.409836065573771,99.8269379960613,0.173062003938651,9.375,0.785340314136126,0.506756756756757,95.6658471038939,3,729,29,16728,1,1
"long_cut =  5 ; prob =  0.56",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.57",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.58",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.59",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.6",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.61",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.62",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.63",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.64",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.65",0.409836065573771,99.8329056513696,0.167094348630425,9.67741935483871,0.786369593709043,0.506928016221697,95.671564983704,3,729,28,16729,1,1
"long_cut =  5 ; prob =  0.66",0.409836065573771,99.8388733066778,0.161126693322189,10,0.78740157480315,0.50709939148073,95.6772828635142,3,729,27,16730,1,1
"long_cut =  5 ; prob =  0.67",0.409836065573771,99.8388733066778,0.161126693322189,10,0.78740157480315,0.50709939148073,95.6772828635142,3,729,27,16730,1,1
"long_cut =  5 ; prob =  0.68",0.409836065573771,99.8388733066778,0.161126693322189,10,0.78740157480315,0.50709939148073,95.6772828635142,3,729,27,16730,1,1
"long_cut =  5 ; prob =  0.69",0.409836065573771,99.8388733066778,0.161126693322189,10,0.78740157480315,0.50709939148073,95.6772828635142,3,729,27,16730,1,1
"long_cut =  5 ; prob =  0.7",0.273224043715847,99.8388733066778,0.161126693322189,6.89655172413793,0.525624178712221,0.338180588434224,95.671564983704,2,730,27,16730,1,1
"long_cut =  5 ; prob =  0.71",0.273224043715847,99.844840961986,0.155159038013963,7.14285714285714,0.526315789473684,0.3382949932341,95.6772828635142,2,730,26,16731,1,1
"long_cut =  5 ; prob =  0.72",0.273224043715847,99.844840961986,0.155159038013963,7.14285714285714,0.526315789473684,0.3382949932341,95.6772828635142,2,730,26,16731,1,1
"long_cut =  5 ; prob =  0.73",0.273224043715847,99.844840961986,0.155159038013963,7.14285714285714,0.526315789473684,0.3382949932341,95.6772828635142,2,730,26,16731,1,1
"long_cut =  5 ; prob =  0.74",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.75",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.76",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.77",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.78",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.79",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.8",0.273224043715847,99.8508086172943,0.149191382705738,7.40740740740741,0.527009222661396,0.338409475465313,95.6830007433244,2,730,25,16732,1,1
"long_cut =  5 ; prob =  0.81",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.82",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.83",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.84",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.85",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.86",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.87",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.88",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.89",0.273224043715847,99.8627439279107,0.137256072089276,8,0.528401585204756,0.338638672536404,95.6944365029447,2,730,23,16734,1,1
"long_cut =  5 ; prob =  0.9",0.273224043715847,99.8746792385272,0.125320761472814,8.69565217391304,0.529801324503311,0.338868180277872,95.705872262565,2,730,21,16736,1,1
"long_cut =  5 ; prob =  0.91",0.273224043715847,99.8866145491436,0.113385450856363,9.52380952380952,0.531208499335989,0.339097999321804,95.7173080221854,2,730,19,16738,1,1
"long_cut =  5 ; prob =  0.92",0.273224043715847,99.8866145491436,0.113385450856363,9.52380952380952,0.531208499335989,0.339097999321804,95.7173080221854,2,730,19,16738,1,1
"long_cut =  5 ; prob =  0.93",0.273224043715847,99.8866145491436,0.113385450856363,9.52380952380952,0.531208499335989,0.339097999321804,95.7173080221854,2,730,19,16738,1,1
"long_cut =  5 ; prob =  0.94",0.273224043715847,99.8985498597601,0.1014501402399,10.5263157894737,0.532623169107856,0.339328130302002,95.7287437818057,2,730,17,16740,1,1
"long_cut =  5 ; prob =  0.95",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,1
"long_cut =  5 ; prob =  0.96",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,1
"long_cut =  5 ; prob =  0.97",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,1
"long_cut =  5 ; prob =  0.98",0.273224043715847,99.9104851703766,0.0895148296234383,11.7647058823529,0.534045393858478,0.33955857385399,95.740179541426,2,730,15,16742,1,1
"long_cut =  5 ; prob =  0.99",0,99.9104851703766,0.0895148296234383,0,NA,NA,95.7287437818057,0,732,15,16742,1,1
"long_cut =  5 ; prob =  1",0,100,0,NA,NA,NA,95.8145119789582,0,732,0,16757,1,1
"long_cut =  5 ; prob =  random_rate",2.59562841530055,0.977278148854962,2.27218511450382,4.75,3.35689045936396,170.072115384615,93.7485714285714,19,713,381,16387,1,1
"long_cut =  5 ; prob =  random_50",49.0437158469945,0.503458969465649,49.6541030534351,4.1335636154289,7.62450886694276,405.450787910101,50.2914285714286,359,373,8326,8442,1,1
