"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  5 ; prob =  0",100,0,100,4.1854880210418,8.03468525327918,17.9262379389724,4.1854880210418,732,0,16757,0,1,6
"long_cut =  5 ; prob =  0.34",0.956284153005465,99.8567762726025,0.143223727397501,22.5806451612903,1.8348623853211,1.18283203785063,95.7173080221854,7,725,24,16733,1,6
"long_cut =  5 ; prob =  0.35",0.956284153005465,99.8627439279107,0.137256072089276,23.3333333333333,1.83727034120735,1.18323191345504,95.7230259019955,7,725,23,16734,1,6
"long_cut =  5 ; prob =  0.36",0.683060109289617,99.8806468938354,0.119353106164588,20,1.32100396301189,0.846596681341009,95.7287437818057,5,727,20,16737,1,6
"long_cut =  5 ; prob =  0.37",0.409836065573771,99.9104851703766,0.0895148296234383,16.6666666666667,0.8,0.509164969450102,95.7458974212362,3,729,15,16742,1,6
"long_cut =  5 ; prob =  0.38",0.136612021857924,99.9104851703766,0.0895148296234383,6.25,0.267379679144385,0.169836956521739,95.7344616616159,1,731,15,16742,1,6
"long_cut =  5 ; prob =  0.39",0.136612021857924,99.9104851703766,0.0895148296234383,6.25,0.267379679144385,0.169836956521739,95.7344616616159,1,731,15,16742,1,6
"long_cut =  5 ; prob =  0.4",0.136612021857924,99.9104851703766,0.0895148296234383,6.25,0.267379679144385,0.169836956521739,95.7344616616159,1,731,15,16742,1,6
"long_cut =  5 ; prob =  0.41",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,6
"long_cut =  5 ; prob =  0.42",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,6
"long_cut =  5 ; prob =  0.43",0.136612021857924,99.922420480993,0.0775795190069872,7.14285714285714,0.268096514745308,0.169952413324269,95.7458974212362,1,731,13,16744,1,6
"long_cut =  5 ; prob =  0.44",0.136612021857924,99.922420480993,0.0775795190069872,7.14285714285714,0.268096514745308,0.169952413324269,95.7458974212362,1,731,13,16744,1,6
"long_cut =  5 ; prob =  0.45",0.136612021857924,99.922420480993,0.0775795190069872,7.14285714285714,0.268096514745308,0.169952413324269,95.7458974212362,1,731,13,16744,1,6
"long_cut =  5 ; prob =  0.46",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,6
"long_cut =  5 ; prob =  0.47",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,6
"long_cut =  5 ; prob =  0.48",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,6
"long_cut =  5 ; prob =  0.49",0.136612021857924,99.9462911022259,0.053708897774063,10,0.269541778975741,0.170183798502383,95.7687689404769,1,731,9,16748,1,6
"long_cut =  5 ; prob =  0.5",0.136612021857924,99.9462911022259,0.053708897774063,10,0.269541778975741,0.170183798502383,95.7687689404769,1,731,9,16748,1,6
"long_cut =  5 ; prob =  0.51",0.136612021857924,99.9462911022259,0.053708897774063,10,0.269541778975741,0.170183798502383,95.7687689404769,1,731,9,16748,1,6
"long_cut =  5 ; prob =  0.52",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,6
"long_cut =  5 ; prob =  0.53",0.136612021857924,99.9641940681506,0.0358059318493753,14.2857142857143,0.27063599458728,0.170357751277683,95.7859225799074,1,731,6,16751,1,6
"long_cut =  5 ; prob =  0.54",0.136612021857924,99.9641940681506,0.0358059318493753,14.2857142857143,0.27063599458728,0.170357751277683,95.7859225799074,1,731,6,16751,1,6
"long_cut =  5 ; prob =  0.55",0.136612021857924,99.9641940681506,0.0358059318493753,14.2857142857143,0.27063599458728,0.170357751277683,95.7859225799074,1,731,6,16751,1,6
"long_cut =  5 ; prob =  0.56",0.136612021857924,99.9641940681506,0.0358059318493753,14.2857142857143,0.27063599458728,0.170357751277683,95.7859225799074,1,731,6,16751,1,6
"long_cut =  5 ; prob =  0.57",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.58",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.59",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.6",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.61",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.62",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.63",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.64",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.65",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.66",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.67",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.68",0.136612021857924,99.9701617234588,0.0298382765411498,16.6666666666667,0.2710027100271,0.170415814587594,95.7916404597175,1,731,5,16752,1,6
"long_cut =  5 ; prob =  0.69",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.7",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.71",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.72",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.73",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.74",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.75",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.76",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.77",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.78",0.136612021857924,99.9761293787671,0.0238706212329132,20,0.271370420624152,0.170473917490624,95.7973583395277,1,731,4,16753,1,6
"long_cut =  5 ; prob =  0.79",0,99.9761293787671,0.0238706212329132,0,NA,NA,95.7916404597175,0,732,4,16753,1,6
"long_cut =  5 ; prob =  0.8",0,99.9761293787671,0.0238706212329132,0,NA,NA,95.7916404597175,0,732,4,16753,1,6
"long_cut =  5 ; prob =  0.81",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.82",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.83",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.84",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.85",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.86",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.87",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.88",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.89",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.9",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.91",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,6
"long_cut =  5 ; prob =  0.92",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.93",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.94",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.95",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.96",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.97",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.98",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  0.99",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,6
"long_cut =  5 ; prob =  1",0,100,0,NA,NA,NA,95.8145119789582,0,732,0,16757,1,6
"long_cut =  5 ; prob =  random_rate",1.77595628415301,0.977635973282443,2.23640267175572,3.35051546391753,2.32142857142857,168.878166465621,93.7485714285714,13,719,375,16393,1,6
"long_cut =  5 ; prob =  random_50",49.1803278688525,0.493201335877863,50.6798664122137,4.06412282682321,7.50782064650678,406.83862209401,49.3142857142857,360,372,8498,8270,1,6
