"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  5 ; prob =  0",100,0,100,4.1854880210418,8.03468525327918,17.9262379389724,4.1854880210418,732,0,16757,0,1,10
"long_cut =  5 ; prob =  0.2",1.77595628415301,99.6717789580474,0.328221041952614,19.1176470588235,3.25,2.16955941255007,95.5743610269312,13,719,55,16702,1,10
"long_cut =  5 ; prob =  0.21",1.77595628415301,99.6956495792803,0.304350420719701,20.3125,3.26633165829146,2.17245989304813,95.5972325461719,13,719,51,16706,1,10
"long_cut =  5 ; prob =  0.22",1.50273224043716,99.713552545205,0.286447454795014,18.6440677966102,2.78128950695322,1.84131235353197,95.602950425982,11,721,48,16709,1,10
"long_cut =  5 ; prob =  0.23",1.50273224043716,99.7374231664379,0.262576833562089,20,2.79542566709022,1.84378142809252,95.6258219452227,11,721,44,16713,1,10
"long_cut =  5 ; prob =  0.24",1.22950819672131,99.767261442979,0.232738557020951,18.75,2.30769230769231,1.51209677419355,95.6429755846532,9,723,39,16718,1,10
"long_cut =  5 ; prob =  0.25",1.22950819672131,99.8030673748284,0.196932625171575,21.4285714285714,2.32558139534884,1.51515151515152,95.6772828635142,9,723,33,16724,1,10
"long_cut =  5 ; prob =  0.26",1.09289617486339,99.8209703407531,0.179029659246877,21.0526315789474,2.07792207792208,1.34861766689144,95.6887186231345,8,724,30,16727,1,10
"long_cut =  5 ; prob =  0.27",0.819672131147541,99.8209703407531,0.179029659246877,16.6666666666667,1.5625,1.01214574898785,95.6772828635142,6,726,30,16727,1,10
"long_cut =  5 ; prob =  0.28",0.819672131147541,99.8329056513696,0.167094348630425,17.6470588235294,1.56657963446475,1.01282916948008,95.6887186231345,6,726,28,16729,1,10
"long_cut =  5 ; prob =  0.29",0.546448087431694,99.8567762726025,0.143223727397501,14.2857142857143,1.05263157894737,0.6765899864682,95.7001543827549,4,728,24,16733,1,10
"long_cut =  5 ; prob =  0.3",0.546448087431694,99.8746792385272,0.125320761472814,16,1.05680317040951,0.677277345072807,95.7173080221854,4,728,21,16736,1,10
"long_cut =  5 ; prob =  0.31",0.546448087431694,99.8806468938354,0.119353106164588,16.6666666666667,1.05820105820106,0.677506775067751,95.7230259019955,4,728,20,16737,1,10
"long_cut =  5 ; prob =  0.32",0.273224043715847,99.8985498597601,0.1014501402399,10.5263157894737,0.532623169107856,0.339328130302002,95.7287437818057,2,730,17,16740,1,10
"long_cut =  5 ; prob =  0.33",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,10
"long_cut =  5 ; prob =  0.34",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,10
"long_cut =  5 ; prob =  0.35",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,10
"long_cut =  5 ; prob =  0.36",0.273224043715847,99.9045175150683,0.0954824849316749,11.1111111111111,0.533333333333333,0.339443312966735,95.7344616616159,2,730,16,16741,1,10
"long_cut =  5 ; prob =  0.37",0.273224043715847,99.9104851703766,0.0895148296234383,11.7647058823529,0.534045393858478,0.33955857385399,95.740179541426,2,730,15,16742,1,10
"long_cut =  5 ; prob =  0.38",0.273224043715847,99.9164528256848,0.0835471743152127,12.5,0.53475935828877,0.339673913043478,95.7458974212362,2,730,14,16743,1,10
"long_cut =  5 ; prob =  0.39",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,10
"long_cut =  5 ; prob =  0.4",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,10
"long_cut =  5 ; prob =  0.41",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,10
"long_cut =  5 ; prob =  0.42",0.136612021857924,99.9164528256848,0.0835471743152127,6.66666666666667,0.267737617135207,0.169894665307509,95.740179541426,1,731,14,16743,1,10
"long_cut =  5 ; prob =  0.43",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,10
"long_cut =  5 ; prob =  0.44",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,10
"long_cut =  5 ; prob =  0.45",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,10
"long_cut =  5 ; prob =  0.46",0.136612021857924,99.9283881363013,0.0716118636987506,7.69230769230769,0.268456375838926,0.170010200612037,95.7516153010464,1,731,12,16745,1,10
"long_cut =  5 ; prob =  0.47",0.136612021857924,99.9462911022259,0.053708897774063,10,0.269541778975741,0.170183798502383,95.7687689404769,1,731,9,16748,1,10
"long_cut =  5 ; prob =  0.48",0.136612021857924,99.9462911022259,0.053708897774063,10,0.269541778975741,0.170183798502383,95.7687689404769,1,731,9,16748,1,10
"long_cut =  5 ; prob =  0.49",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.5",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.51",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.52",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.53",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.54",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.55",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.56",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.57",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.58",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.59",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.6",0.136612021857924,99.9582264128424,0.0417735871576008,12.5,0.27027027027027,0.170299727520436,95.7802047000972,1,731,7,16750,1,10
"long_cut =  5 ; prob =  0.61",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.62",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.63",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.64",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.65",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.66",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.67",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.68",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.69",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.7",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.71",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.72",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.73",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.74",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.75",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.76",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.77",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.78",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.79",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.8",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.81",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.82",0,99.9641940681506,0.0358059318493753,0,NA,NA,95.7802047000972,0,732,6,16751,1,10
"long_cut =  5 ; prob =  0.83",0,99.9761293787671,0.0238706212329132,0,NA,NA,95.7916404597175,0,732,4,16753,1,10
"long_cut =  5 ; prob =  0.84",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,10
"long_cut =  5 ; prob =  0.85",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,10
"long_cut =  5 ; prob =  0.86",0,99.9880646893835,0.0119353106164621,0,NA,NA,95.8030762193379,0,732,2,16755,1,10
"long_cut =  5 ; prob =  0.87",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.88",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.89",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.9",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.91",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.92",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.93",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.94",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.95",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.96",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.97",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.98",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  0.99",0,99.9940323446918,0.00596765530822552,0,NA,NA,95.808794099148,0,732,1,16756,1,10
"long_cut =  5 ; prob =  1",0,100,0,NA,NA,NA,95.8145119789582,0,732,0,16757,1,10
"long_cut =  5 ; prob =  random_rate",1.91256830601093,0.975369751908397,2.46302480916031,3.27868852459016,2.41587575496117,172.727272727273,93.5371428571429,14,718,413,16355,1,10
"long_cut =  5 ; prob =  random_50",54.6448087431694,0.497674141221374,50.2325858778626,4.53360534965431,8.37257980115123,406.561143732448,49.9714285714286,400,332,8423,8345,1,10
