"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-31.0393573193534,686.459533752629,-0.0452165871303037,0.963934673154147
"regionAS",11.0387732961973,292.151638878662,0.0377843962764215,0.969859585456097
"regionEU",13.9234614392937,292.151425100201,0.0476583724844686,0.961988510325127
"regionNA",14.50423225195,292.151431411334,0.0496462816625012,0.960404264647751
"regionOC",13.8918044813345,292.152331221976,0.0475498669588898,0.962074987168328
"regionSA",11.9750762172509,292.153138001412,0.040989038485676,0.967304634540579
"early_total_time_ms",2.13812902920045e-08,9.46720167271861e-09,2.25845936646922,0.0239170351254483
"first_day_total_time_ms",2.32134564686958e-08,2.47070247872517e-08,0.939548839594539,0.347449029134112
"early_number_of_events",0.00175307341174676,0.000393433481953721,4.45583177883416,8.35685437514957e-06
"first_day_number_of_events",-0.000571312892590812,0.00100336992743871,-0.569394075871094,0.569088736253064
"fieldDeviceTypeLastMOBILE_PHONE",1.28513876846422,0.314380119031787,4.08784999643783,4.35389515650318e-05
"fieldDeviceTypeLastTABLET",1.62700364900493,0.469829556075806,3.46296572440924,0.000534256447380961
"fieldPlatformLastANDROID_MOBILE",12.2149580985536,621.187804155922,0.0196638730136556,0.98431151036256
"fieldPlatformLastANDROID_TABLET",12.7227922587176,621.187881129924,0.0204813916130739,0.983659356305187
"fieldPlatformLastIOS",11.7959855840648,621.18812248825,0.0189893933206811,0.984849566789496
"fieldPlatformLastIOS_MOBILE",12.4143358086488,621.187856281747,0.0199848333851171,0.984055471355886
"fieldPlatformLastIOS_TABLET",12.0363913400359,621.187954695222,0.0193764081371176,0.984540830454778
