"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.49486645550271,0.0812771164614586,-55.3029764242948,0
"early_missions_failed",0.0161622823191591,0.014319984477743,1.12865222335118,0.259044571124373
"first_day_missions_failed",0.0247901629925677,0.0243927243617179,1.01629332685256,0.309489725396542
"early_missions_completed",0.026558899034064,0.0145162313931923,1.82960014308667,0.0673097523327092
"first_day_missions_completed",-0.00496853758535969,0.0194746662885122,-0.25512825286719,0.798624043401047
"early_missions_started",-0.0149714674624054,0.0142692420945724,-1.0492125204113,0.294080317426032
"first_day_missions_started",0.024488533159512,0.02102236422054,1.16488007260313,0.244067540815862
"early_total_time_ms",-1.3374913614971e-09,1.53914438133016e-08,-0.0868983688418636,0.930752296092671
"first_day_total_time_ms",-6.83625210259915e-08,4.22648323011974e-08,-1.61748000178519,0.105774709028385
"early_number_of_events",0.000961964296232589,0.000671321540408715,1.43294120377387,0.151874640768307
"first_day_number_of_events",-0.00108866962465218,0.00178298105433017,-0.610589564038398,0.54147133327791
