"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-30.8865889750832,684.845813402379,-0.0451000624821458,0.96402755162118
"regionAS",10.8209021896912,293.615331732925,0.0368540093796396,0.970601410011948
"regionEU",13.6896650723469,293.615107016279,0.0466245255956395,0.962812484684654
"regionNA",14.3184623973696,293.615111524748,0.0487660949159381,0.961105702348962
"regionOC",13.5816329232012,293.616094471022,0.0462564320517575,0.963105864299395
"regionSA",11.6575189895665,293.617320716711,0.0397031038942487,0.96832982708004
"early_missions_failed",0.00397216072259523,0.0160165395623117,0.24800367814419,0.804131560944671
"first_day_missions_failed",0.0497792831253332,0.0296681847428131,1.6778675054392,0.0933729673433817
"early_missions_completed",0.0190198846088059,0.0154268487856292,1.23290795632377,0.217610106687054
"first_day_missions_completed",0.018668933951243,0.0244007676398913,0.765096173479488,0.44421427828569
"early_missions_started",0.0116471007962735,0.0151370955361947,0.769440925336291,0.441631601286912
"first_day_missions_started",-0.0349062041627734,0.0252910872963515,-1.38017807434515,0.16753182308591
"early_total_time_ms",-6.12330629741876e-09,2.0076495673064e-08,-0.304998760597159,0.760367096277316
"first_day_total_time_ms",-2.29234650493651e-08,4.81229744593601e-08,-0.476351790530405,0.633823774200747
"early_number_of_events",-0.00138110890753476,0.000822041402198791,-1.68009653022413,0.0929385358917562
"first_day_number_of_events",0.00188143536278943,0.00177463037580205,1.06018435638413,0.28906073656482
"Summary_fieldFreeBeeVideoWatchedFirst",0.599889983561331,1.06181832530428,0.56496480543357,0.572097702913502
"Summary_fieldFacebookFriendsAmountCount",-0.000109669543976083,0.0020041236327608,-0.0547219453846799,0.956359985667202
"fieldDeviceTypeLastMOBILE_PHONE",1.29465574646217,0.315402815813143,4.10476914457598,4.04718834753657e-05
"fieldDeviceTypeLastTABLET",1.65365509355092,0.481876045565757,3.43170221630214,0.000599805772442571
"fieldPlatformLastANDROID_MOBILE",12.058422579401,618.711572427714,0.0194895701272983,0.984450557297027
"fieldPlatformLastANDROID_TABLET",12.5793877640481,618.711650289907,0.0203315837969979,0.983778860763713
"fieldPlatformLastIOS",11.741920929818,618.711894960567,0.0189780106467266,0.984858647212952
"fieldPlatformLastIOS_MOBILE",12.2760633590934,618.711625390104,0.0198413329495033,0.984169945439328
"fieldPlatformLastIOS_TABLET",11.9189563062773,618.711735254459,0.0192641510207907,0.984630381959541
