"","NA.","Longterm_4","Longterm_5","Longterm_6","Longterm_7","Longterm_8","Longterm_9","Longterm_10","Longterm_11","Longterm_12","Longterm_13","Longterm_14","Longterm_15","Longterm_16","Probability_Threshold"
"1",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,1
"2",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,2
"3",NA,70.8468932112314,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,3
"4",NA,70.8420056764428,66.5128285356696,63.0582193154917,59.6628289473684,56.6628869010121,54.1951469583049,51.7826898857862,49.6873073196512,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,4
"5",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6628869010121,54.1951469583049,51.7762529314688,49.6806870733319,47.9394074404099,45.8655105450933,44.0769336196263,42.3847787937564,40.7670056918914,5
"6",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7595763542201,6
"7",NA,70.8420056764428,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7595763542201,7
"8",NA,70.8371177717227,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1889178450891,51.7762529314688,49.6806870733319,47.9326323293531,45.8585493632011,44.0698099415205,42.3774996536277,40.7633801502496,8
"9",NA,70.8371177717227,66.5076074627449,63.0527245004414,59.6570582671985,56.6568668626627,54.1826881996069,51.7633773453787,49.6674448310796,47.9190802958738,45.8376620443561,44.0575736806032,42.364896073903,40.711517811289,9
"10",NA,70.8322294970291,66.5023859813815,63.0472292444123,59.6455154829954,56.6448252688172,54.1764580217902,51.7633773453787,49.6674448310796,47.8987477160301,45.8000090370973,44.0208447613823,42.3978504586306,40.8153679958668,10
"11",NA,70.8224518375535,66.4971640915314,63.0417335473515,59.6455154829954,56.6448252688172,54.1764580217902,51.737619461338,49.6387028551286,47.8848125529354,45.8962841976317,44.0944158706833,42.4078898399702,41.6454954074653,11
"12",NA,70.8224518375535,66.4867190861792,63.0307408299222,59.6339707999177,56.6327816516844,54.1413796050944,51.7314794699109,49.6276384788261,47.8505173028898,45.8926864788604,44.0980573543016,43.8025521812247,42.4251726784344,12
"13",NA,70.8224518375535,66.4867190861792,63.0307408299222,59.6224242174968,56.6170910007562,54.1312246206454,51.7015081055239,49.6009172289103,47.8433826487284,47.406116918312,45.784688757514,44.0907241659886,42.4778761061947,13
"14",NA,70.8175624526874,66.4814959705813,63.0087501003452,59.6215549156726,56.6134453781513,54.1007440348927,51.7399067984844,49.6743609055868,49.4358486074744,47.6572958500669,45.8434466019417,44.0730424017332,42.335843294192,14
"15",NA,70.8077825724884,66.4658241715247,63.0083095821123,59.5984530568584,56.5820443846671,54.2020774315392,51.7812650260087,50.7004608294931,49.7345218958546,47.6023098167211,45.7373861426671,44.6974556339534,44.51062367562,15
"16",NA,70.8006814310051,66.4579746439192,62.9973102091613,59.5769199111038,56.564891916898,54.1582411908962,53.0666666666667,51.3909433602138,49.738684547875,47.5263584752636,47.0226205258328,46.7611802674043,47.7867074882,16
"17",NA,70.790898421232,66.4475228926978,62.9693586602948,59.5462593156833,56.5259480617871,55.5173661360347,53.5393020298592,51.5688553166764,49.6467310180117,49.4375916970059,48.3993859100472,49.9458633208076,50.8858267716535,17
"18",NA,70.781113929802,66.4344422700587,62.9358830146232,59.4948704214907,57.862023363456,55.8710809438057,53.6718041704442,51.5529469307899,50.5690047589489,50.4248328990597,51.9739751121218,52.6337734537874,52.6545345164686,18
"19",NA,70.7451039812114,66.3951758164304,62.9115908816789,59.5133294576862,58.283343105859,55.9633456449577,53.615095792818,52.8611752630228,52.152534965035,54.1405269761606,54.3714539613097,54.4137217211297,53.8308852719333,19
"20",NA,70.7232978441253,66.3742117425874,62.9548938917131,60.9949468548528,58.4501575414402,55.9679320914879,54.8125125325847,55.0732590682105,56.5292307692308,56.0069607121344,56.0920871642655,55.5123619965791,54.1538971258179,20
"21",NA,70.6970397604518,66.3191722840571,63.5730858468677,61.2199761135931,58.4465214788895,57.5024777006938,56.8871844039629,58.9593257603518,58.5500032746087,57.6288002267734,57.0625759416768,55.9961158763554,54.8114993974867,21
"22",NA,70.6578199052133,66.3110832222135,64.2455722070845,61.3931417315785,59.6937551000816,60.8199105747993,60.6900619286346,60.6033318325079,59.7489884095741,58.5738665875195,57.4516765285996,56.4334843147123,55.2876027152554,22
"23",NA,70.6212546461352,66.9753210676758,64.6269690150597,62.5121985222362,61.0390261008967,63.2934788886964,62.2846837883216,61.850409560897,60.5481016271767,59.0738038553106,57.8226857887875,56.879296841006,55.6582840236686,23
"24",NA,70.5980570734669,67.615746471899,64.7814685314685,63.7395546539149,64.4422636571802,64.5290096194567,63.4885679124296,62.5261396905061,60.9826376062061,59.3420531113753,58.2483351597404,57.2869753197622,55.9624233128834,24
"25",NA,70.6741744026784,67.810621242485,65.4094248342591,64.1487047656713,66.0740910654892,65.4796238244514,64.25934626485,62.7515813686026,61.0747450144619,59.6451058958214,58.595726122983,57.5444475472401,56.0443915973048,25
"26",NA,71.6170967106559,67.8529362274945,66.6914532695078,66.4116136470835,67.1511974264268,66.1365399534523,64.6989700698141,62.8655834564254,61.5843137254902,60.0235849056604,58.8920760129078,57.3946360153257,55.9877488514548,26
"27",NA,71.9695451813264,67.8833043993733,67.249406175772,68.2208994708995,67.9458794587946,66.5601065601066,64.8337595907928,63.2784646893727,61.7117117117117,60.2336650800519,58.7746816755859,57.3313638601674,55.9033613445378,27
"28",NA,72.0865232713574,67.8983440466562,68.1257344300823,69.1261030458298,68.3544303797468,66.7806111984686,64.8585593467483,63.3857654570939,61.7812293456709,60.3344005691924,58.7612293144208,57.2468162522741,55.3769819868407,28
"29",NA,72.1138941013298,68.0120223271791,70.3324013668841,69.8040136134257,68.6189208492955,66.7972575905975,65.1985667363392,63.375009954607,61.8163317222081,60.071057666029,58.5351619492267,56.8466880895615,54.8512003540215,29
"30",NA,72.1225311049973,69.3848290694028,71.4669243986254,70.26147728642,68.5247859844714,66.8236301369863,65.1452913433744,63.4325315939666,61.9452149791956,59.9775784753363,58.3441009839976,56.3224502818249,54.1501528705696,30
"31",NA,72.1974574872049,69.9565117875944,71.9894278949397,70.4607046070461,68.6318357389713,66.8947445042946,64.9304205861774,63.3641898090234,61.7157036511875,59.5513126491647,57.7325876970005,55.6376276341516,53.757225433526,31
"32",NA,72.1835075493612,71.9660428323365,72.4804236381049,70.57342481274,68.5600055145792,66.8541820873427,65.084907157594,63.4674394817593,61.4453477868112,59.219512195122,57.3005623828369,55.0615367557379,53.2355376789306,32
