"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  14 ; prob =  0.21",73.7147595356551,66.2200800588187,33.7799199411813,46.2358600962164,56.8278066320416,65.8835735724608,68.3387049516554,3556,1268,4135,8106,3,10
"long_cut =  14 ; prob =  0.22",71.7454394693201,68.760722163222,31.239277836778,47.5085792724777,57.1640928235197,65.1028930439035,69.604453559918,3461,1363,3824,8417,3,10
"long_cut =  14 ; prob =  0.23",70.0041459369818,71.0889633199902,28.9110366800098,48.8288027761712,57.5298126064736,64.4170608881428,70.7823029592734,3377,1447,3539,8702,3,10
"long_cut =  14 ; prob =  0.24",68.0555555555556,72.976064047055,27.023935952945,49.8103474434835,57.520805957074,63.4102058948507,71.5851157339584,3283,1541,3308,8933,3,10
"long_cut =  14 ; prob =  0.25",66.5837479270315,74.8141491708194,25.1858508291806,51.0246227164416,57.7749797643673,62.7564378101676,72.4875476120715,3212,1612,3083,9158,3,10
"long_cut =  14 ; prob =  0.26",64.5107794361526,76.4234948125153,23.5765051874847,51.8839613204401,57.5124745888006,61.5165651933265,73.0559624963375,3112,1712,2886,9355,3,10
"long_cut =  14 ; prob =  0.27",62.9560530679934,77.9021321787436,22.0978678212564,52.8909787530477,57.4862767367026,60.6478153207125,73.6771169059479,3037,1787,2705,9536,3,10
"long_cut =  14 ; prob =  0.28",61.1111111111111,79.405277346622,20.594722653378,53.9038215395868,57.2816477217526,59.5194831415304,74.2338118956929,2948,1876,2521,9720,3,10
"long_cut =  14 ; prob =  0.29",59.3698175787728,80.5653132913978,19.4346867086022,54.62521457181,56.8987781861528,58.3560862300827,74.5736888368005,2864,1960,2379,9862,3,10
"long_cut =  14 ; prob =  0.3",57.9187396351575,81.5783024262724,18.4216975737276,55.3376906318083,56.5988048212296,57.3834462928733,74.8901259888661,2794,2030,2255,9986,3,10
"long_cut =  14 ; prob =  0.31",56.8407960199005,82.6566456988808,17.3433543011192,56.3617677286742,56.6002683455465,56.7443400521502,75.3589217697041,2742,2082,2123,10118,3,10
"long_cut =  14 ; prob =  0.32",55.0995024875622,83.4735724205539,16.5264275794461,56.7827387310404,55.9284587059443,55.4281186136714,75.4526809258717,2658,2166,2023,10218,3,10
"long_cut =  14 ; prob =  0.33",53.4203980099503,84.3721918143942,15.6278081856058,57.3942093541203,55.3360532531673,54.1705204742285,75.6226193964254,2577,2247,1913,10328,3,10
"long_cut =  14 ; prob =  0.34",51.8034825870647,85.1237643983335,14.8762356016665,57.8472222222222,54.6587926509186,52.9090447154472,75.7046586580721,2499,2325,1821,10420,3,10
"long_cut =  14 ; prob =  0.35",50.4353233830846,85.9815374560902,14.0184625439098,58.6406362979031,54.2293547308592,51.8873960332694,75.9331966012306,2433,2391,1716,10525,3,10
"long_cut =  14 ; prob =  0.36",49.1293532338308,86.7412793072461,13.2587206927539,59.3538692712246,53.7597822388568,50.882390828288,76.1089950190448,2370,2454,1623,10618,3,10
"long_cut =  14 ; prob =  0.37",47.8855721393035,87.3621436157177,12.6378563842823,59.8911070780399,53.2196751526322,49.8855439899797,76.2027541752124,2310,2514,1547,10694,3,10
"long_cut =  14 ; prob =  0.38",46.2893864013267,88.1137161996569,11.8862838003431,60.5477223427332,52.4671052631579,48.5772711451444,76.2906533841196,2233,2591,1455,10786,3,10
"long_cut =  14 ; prob =  0.39",45.1907131011609,88.7427497753451,11.2572502246548,61.2703766160764,52.0162252445717,47.6940579329658,76.4312921183709,2180,2644,1378,10863,3,10
"long_cut =  14 ; prob =  0.4",43.8640132669983,89.2083980066988,10.7916019933012,61.5653185917952,51.2286648105556,46.5402718514934,76.3902724875476,2116,2708,1321,10920,3,10
"long_cut =  14 ; prob =  0.41",42.6616915422886,89.7148925741361,10.2851074258639,62.0440156768164,50.5588993981083,45.5047981249724,76.4137122765895,2058,2766,1259,10982,3,10
"long_cut =  14 ; prob =  0.42",41.2106135986733,90.1396944694061,9.86030553059391,62.2222222222222,49.5822421748348,44.1954559601618,76.308233225901,1988,2836,1207,11034,3,10
"long_cut =  14 ; prob =  0.43",40.1326699834162,90.597173433543,9.40282656645699,62.7146096533852,48.9445076475793,43.2471071795559,76.3316730149429,1936,2888,1151,11090,3,10
"long_cut =  14 ; prob =  0.44",38.7852404643449,91.0383138632465,8.96168613675353,63.0390835579515,48.023613963039,42.0185052102048,76.2672135950776,1871,2953,1097,11144,3,10
"long_cut =  14 ; prob =  0.45",37.7487562189055,91.4304386896495,8.56956131035046,63.4494773519164,47.3355861710424,41.0764233510782,76.2554937005567,1821,3003,1049,11192,3,10
"long_cut =  14 ; prob =  0.46",36.8366500829187,91.7408708438853,8.2591291561147,63.7374461979914,46.6894377299002,40.2327476906357,76.2203340169938,1777,3047,1011,11230,3,10
"long_cut =  14 ; prob =  0.47",35.8830845771144,92.0349644636876,7.96503553631239,63.9689578713969,45.9760956175299,39.33733296973,76.1617345443891,1731,3093,975,11266,3,10
"long_cut =  14 ; prob =  0.48",34.8051409618574,92.508781962258,7.49121803774201,64.6764252696456,45.2560646900269,38.3473414946099,76.1968942279519,1679,3145,917,11324,3,10
"long_cut =  14 ; prob =  0.49",33.7893864013267,92.7620292459766,7.23797075402336,64.785373608903,44.4141689373297,37.3647533467816,76.0914151772634,1630,3194,886,11355,3,10
"long_cut =  14 ; prob =  0.5",32.7943615257048,93.1051384690793,6.89486153092068,65.2102225886232,43.6413793103448,36.4146947794862,76.0562554937005,1582,3242,844,11397,3,10
"long_cut =  14 ; prob =  0.51",31.7164179104478,93.3420472183645,6.65795278163549,65.2452025586354,42.6837773748082,35.3495679497251,75.9214767067096,1530,3294,815,11426,3,10
"long_cut =  14 ; prob =  0.52",30.6799336650083,93.5952945020832,6.40470549791684,65.3710247349823,41.7607223476298,34.3228200371058,75.8101377087606,1480,3344,784,11457,3,10
"long_cut =  14 ; prob =  0.53",29.9751243781095,93.7750183808512,6.22498161914876,65.4891304347826,41.1262798634812,33.6216517857143,75.7398183416349,1446,3378,762,11479,3,10
"long_cut =  14 ; prob =  0.54",28.9800995024876,93.9138959235357,6.08610407646434,65.2356509566029,40.1320510980336,32.604132655441,75.5581599765602,1398,3426,745,11496,3,10
"long_cut =  14 ; prob =  0.55",28.1094527363184,94.3141900171555,5.68580998284454,66.0818713450292,39.4415357766143,31.7594154019112,75.5991796073835,1356,3468,696,11545,3,10
"long_cut =  14 ; prob =  0.56",27.3009950248756,94.5184216975737,5.48157830242627,66.2474849094567,38.667058132707,30.9387333208044,75.5171403457369,1317,3507,671,11570,3,10
"long_cut =  14 ; prob =  0.57",26.2023217247098,94.722653377992,5.27734662200801,66.1780104712042,37.5408375408375,29.8028859756673,75.3530618224436,1264,3560,646,11595,3,10
"long_cut =  14 ; prob =  0.58",25.4560530679934,94.9513928600605,5.04860713993954,66.522210184182,36.8215892053973,29.0417179074827,75.3061822443598,1228,3596,618,11623,3,10
"long_cut =  14 ; prob =  0.59",24.8134328358209,95.0821011355281,4.91789886447186,66.5369649805447,36.1467612864261,28.3716520502489,75.2182830354527,1197,3627,602,11639,3,10
"long_cut =  14 ; prob =  0.6",23.9013266998342,95.2291479454293,4.77085205457071,66.3788140472078,35.1470812376162,27.4093091808111,75.0659244066803,1153,3671,584,11657,3,10
"long_cut =  14 ; prob =  0.61",23.1965174129353,95.4333796258476,4.56662037415244,66.6865315852205,34.4201784066441,26.6758844283399,75.0131848813361,1119,3705,559,11682,3,10
"long_cut =  14 ; prob =  0.62",22.5331674958541,95.6294420390491,4.3705579609509,67.0160295930949,33.7263419174682,25.9824074959365,74.9663053032523,1087,3737,535,11706,3,10
"long_cut =  14 ; prob =  0.63",21.558872305141,95.8009966506004,4.19900334939955,66.9240669240669,32.6121041078708,24.9400479616307,74.8139466744799,1040,3784,514,11727,3,10
"long_cut =  14 ; prob =  0.64",20.7504145936982,95.9562127277183,4.04378727228167,66.9117647058823,31.6772151898734,24.0717583686033,74.6967477292704,1001,3823,495,11746,3,10
"long_cut =  14 ; prob =  0.65",20.1907131011609,96.1114288048362,3.88857119516379,67.1724137931034,31.0487727127829,23.4744047045214,74.6498681511866,974,3850,476,11765,3,10
"long_cut =  14 ; prob =  0.66",19.6310116086235,96.3238297524712,3.6761702475288,67.7881173944166,30.4452660343996,22.8821340549944,74.6440082039262,947,3877,450,11791,3,10
"long_cut =  14 ; prob =  0.67",18.7189054726368,96.4790458295891,3.52095417041092,67.6911544227886,29.327703799935,21.885603490063,74.4975095224143,903,3921,431,11810,3,10
"long_cut =  14 ; prob =  0.68",17.9726368159204,96.6424311739237,3.3575688260763,67.8403755868545,28.416912487709,21.0702828813065,74.4037503662467,867,3957,411,11830,3,10
"long_cut =  14 ; prob =  0.69",17.2470978441128,96.8793399232089,3.12066007679112,68.5337726523888,27.5587943027493,20.2827888834715,74.3685906826839,832,3992,382,11859,3,10
"long_cut =  14 ; prob =  0.7",16.4593698175788,97.0100481986766,2.98995180132342,68.448275862069,26.5374331550802,19.4075087993743,74.2396718429534,794,4030,366,11875,3,10
"long_cut =  14 ; prob =  0.71",15.9203980099502,97.1979413446614,2.80205865533861,69.1269126912691,25.8803706823926,18.8170725731367,74.222092001172,768,4056,343,11898,3,10
"long_cut =  14 ; prob =  0.72",15.1326699834163,97.3204803529123,2.67951964708766,68.9981096408318,24.8214892893574,17.932593102093,74.0873132141811,730,4094,328,11913,3,10
"long_cut =  14 ; prob =  0.73",14.3864013266998,97.4266808267298,2.57331917327016,68.780971258672,23.7956454654552,17.0893868505294,73.9525344271902,694,4130,315,11926,3,10
"long_cut =  14 ; prob =  0.74",13.5364842454395,97.5247120333306,2.47528796666939,68.3054393305439,22.5951557093426,16.1218645072092,73.7825959566364,653,4171,303,11938,3,10
