"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.8867769564707,70.873418680403,85.8821369561227,54.8867769564707,9356,0,7690,0,3,5
"long_cut =  5 ; prob =  0.34",86.5300835982574,44.4080486663547,55.5919513336453,60.7305181389968,71.3703020297174,79.7538688602869,65.4010914852415,7349,1144,4752,3796,3,5
"long_cut =  5 ; prob =  0.35",84.9405392676322,50.1871782873187,49.8128217126813,62.8835425383543,72.2664663160531,79.3724144001408,67.5077753652955,7214,1279,4258,4290,3,5
"long_cut =  5 ; prob =  0.36",82.738726009655,58.9377632194665,41.0622367805335,66.6888108569802,73.8518129269574,78.9390909703655,70.7998356903937,7027,1466,3510,5038,3,5
"long_cut =  5 ; prob =  0.37",81.4082185329095,63.9330837622836,36.0669162377164,69.1607482244673,74.7863710113575,78.6235757010621,72.6424505604131,6914,1579,3083,5465,3,5
"long_cut =  5 ; prob =  0.38",79.9952902390204,67.0098268600842,32.9901731399158,70.667776159767,75.0428011266361,77.9378699582435,73.4816031923009,6794,1699,2820,5728,3,5
"long_cut =  5 ; prob =  0.39",78.7589779818674,69.3261581656528,30.6738418343472,71.8397594243368,75.1404178836217,77.2705219139154,74.0273458130391,6689,1804,2622,5926,3,5
"long_cut =  5 ; prob =  0.4",77.6286353467561,71.1511464670098,28.8488535329902,72.778452367811,75.1253418413856,76.6075619901931,74.3794378264186,6593,1900,2466,6082,3,5
"long_cut =  5 ; prob =  0.41",76.3687742847051,72.8357510528779,27.1642489471221,73.6376021798365,74.9783249523149,75.8064516129032,74.5965612346693,6486,2007,2322,6226,3,5
"long_cut =  5 ; prob =  0.42",75.5092429059225,74.298081422555,25.701918577445,74.4831591173055,74.9926913407005,75.3017707012353,74.9017076462649,6413,2080,2197,6351,3,5
"long_cut =  5 ; prob =  0.43",74.4142234781585,75.4562470753392,24.5437529246607,75.0772154906153,74.744249305186,74.5458834630809,74.9369168476028,6320,2173,2098,6450,3,5
"long_cut =  5 ; prob =  0.44",73.4369480748852,76.9419747309312,23.0580252690688,75.9868421052632,74.690138315071,73.9331436699858,75.1951176574145,6237,2256,1971,6577,3,5
"long_cut =  5 ; prob =  0.45",72.3654774520193,78.2405240992045,21.7594759007955,76.7674244316762,74.5014849384811,73.205012149221,75.3124816618743,6146,2347,1860,6688,3,5
"long_cut =  5 ; prob =  0.46",71.541269280584,79.293401965372,20.706598034628,77.4407341320418,74.3741967072648,72.6481419484432,75.4298456663341,6076,2417,1770,6778,3,5
"long_cut =  5 ; prob =  0.47",70.6581890969033,80.3462798315395,19.6537201684605,78.1278479364666,74.2055150241128,72.035627685881,75.517868669679,6001,2492,1680,6868,3,5
"long_cut =  5 ; prob =  0.48",69.5631696691393,81.3757604117922,18.6242395882078,78.7733333333333,73.8823235165385,71.2287808641975,75.4885276685641,5908,2585,1592,6956,3,5
"long_cut =  5 ; prob =  0.49",68.7271870952549,82.3584464202153,17.6415535797847,79.4690265486726,73.7088016163657,70.6367838904083,75.564814271463,5837,2656,1508,7040,3,5
"long_cut =  5 ; prob =  0.5",67.655716472389,83.1071595694899,16.8928404305101,79.9165507649513,73.2767965312759,69.797385938487,75.4063728654422,5746,2747,1444,7104,3,5
"long_cut =  5 ; prob =  0.51",66.9963499352408,83.8207767898924,16.1792232101076,80.4467694047787,73.1080560195298,69.3141673772689,75.4357138665571,5690,2803,1383,7165,3,5
