"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.821551132464,70.8190180649451,85.8501719690456,54.821551132464,9585,0,7899,0,3,7
"long_cut =  7 ; prob =  0.07",100,0.00993443274389032,99.9900655672561,42.4396660185291,59.5896735857389,78.6622853508586,42.4429576256648,7421,0,10065,1,3,7
"long_cut =  7 ; prob =  0.08",100,0.00993443274389032,99.9900655672561,42.4396660185291,59.5896735857389,78.6622853508586,42.4429576256648,7421,0,10065,1,3,7
"long_cut =  7 ; prob =  0.09",100,0.00993443274389032,99.9900655672561,42.4396660185291,59.5896735857389,78.6622853508586,42.4429576256648,7421,0,10065,1,3,7
"long_cut =  7 ; prob =  0.1",100,0.00993443274389032,99.9900655672561,42.4396660185291,59.5896735857389,78.6622853508586,42.4429576256648,7421,0,10065,1,3,7
"long_cut =  7 ; prob =  0.11",100,0.00993443274389032,99.9900655672561,42.4396660185291,59.5896735857389,78.6622853508586,42.4429576256648,7421,0,10065,1,3,7
"long_cut =  7 ; prob =  0.12",99.9865247271257,0.00993443274389032,99.9900655672561,42.436374034887,59.584035975267,78.6533528376688,42.4372390918968,7420,1,10065,1,3,7
"long_cut =  7 ; prob =  0.13",99.9730494542515,0.00993443274389032,99.9900655672561,42.433081674674,59.5783979120659,78.6444199457259,42.4315205581289,7419,2,10065,1,3,7
"long_cut =  7 ; prob =  0.14",99.9595741813772,0.00993443274389032,99.9900655672561,42.4297889378253,59.5727593960809,78.6354866750058,42.425802024361,7418,3,10065,1,3,7
"long_cut =  7 ; prob =  0.15",99.9056730898801,0.00993443274389032,99.9900655672561,42.4166142227816,59.5502008032128,78.5997498038717,42.4029278892892,7414,7,10065,1,3,7
"long_cut =  7 ; prob =  0.16",99.8652472712572,0.029803298231671,99.9701967017683,42.4115829232002,59.5380598513758,78.576275499385,42.3972093555212,7411,10,10063,3,3,7
"long_cut =  7 ; prob =  0.17",99.8382967255087,0.029803298231671,99.9701967017683,42.4049908424908,59.5267745952678,78.5584019000763,42.3857722879854,7409,12,10063,3,3,7
"long_cut =  7 ; prob =  0.18",99.7439698153888,0.0496721637194516,99.9503278362806,42.386760579511,59.4920430798907,78.4991621948374,42.3571796191457,7402,19,10061,5,3,7
"long_cut =  7 ; prob =  0.19",99.6496429052688,0.0894098946950129,99.910590105305,42.3733669493468,59.4620673018936,78.4432281059063,42.3400240178418,7395,26,10057,9,3,7
"long_cut =  7 ; prob =  0.2",99.5148901765261,0.129147625670574,99.8708523743294,42.3500401422181,59.4151011706022,78.3604261279232,42.3057128152342,7385,36,10053,13,3,7
"long_cut =  7 ; prob =  0.21",99.2858105376634,0.188754222133916,99.8112457778661,42.3083548664944,59.3332259623128,78.2182211936559,42.2428089437868,7368,53,10047,19,3,7
"long_cut =  7 ; prob =  0.22",99.0028298073036,0.546393800913968,99.453606199086,42.3263048738334,59.3002138907946,78.089792100676,42.3285869503059,7347,74,10011,55,3,7
"long_cut =  7 ; prob =  0.23",92.7503031936397,27.5978541625273,72.4021458374727,48.5710253334274,63.7550944794368,78.4745182989397,55.2467547320867,6883,538,7288,2778,3,7
"long_cut =  7 ; prob =  0.24",89.5162377038135,40.8205841446453,59.1794158553547,52.7222222222222,66.3603216622546,78.5521710339608,61.4856750729113,6643,778,5957,4109,3,7
"long_cut =  7 ; prob =  0.25",86.9694111305754,48.5992449831115,51.4007550168885,55.5039559683522,67.7620872486745,78.112896979086,64.8824841310688,6454,967,5174,4892,3,7
"long_cut =  7 ; prob =  0.26",84.7459911063199,54.6493145241407,45.3506854758593,57.9417726183895,68.8262653898769,77.5691943361784,67.421513124035,6289,1132,4565,5501,3,7
"long_cut =  7 ; prob =  0.27",82.7247001751785,58.970792767733,41.029207232267,59.7818677573279,69.4064443188242,76.8277726328436,69.0512952478984,6139,1282,4130,5936,3,7
"long_cut =  7 ; prob =  0.28",80.8920630642771,62.5571229882774,37.4428770117226,61.4306180925092,69.8307450706683,76.0720802919708,70.3379653456854,6003,1418,3769,6297,3,7
"long_cut =  7 ; prob =  0.29",78.9920495890042,65.4977150804689,34.5022849195311,62.7959292983396,69.9689663404154,75.117250570235,71.2243380797164,5862,1559,3473,6593,3,7
"long_cut =  7 ; prob =  0.3",77.3345910254683,67.6336181204053,32.3663818795947,63.7879293097699,69.9110732123279,74.1837077635015,71.750443186367,5739,1682,3258,6808,3,7
"long_cut =  7 ; prob =  0.31",75.9331626465436,69.7993244585734,30.2006755414266,64.9567723342939,70.0173956262425,73.4508198858156,72.4023560359124,5635,1786,3040,7026,3,7
"long_cut =  7 ; prob =  0.32",74.3296051745048,71.3391615338764,28.6608384661236,65.6588501368885,69.7256983946404,72.4169620585532,72.6082232515583,5516,1905,2885,7181,3,7
"long_cut =  7 ; prob =  0.33",73.2111575259399,73.2565070534473,26.7434929465527,66.8676923076923,69.8957931300656,71.8479727049115,73.2372619660319,5433,1988,2692,7374,3,7
"long_cut =  7 ; prob =  0.34",72.2274626061178,74.6969998013113,25.3030001986887,67.7880359175414,69.937369519833,71.2936607166609,73.6489963973237,5360,2061,2547,7519,3,7
"long_cut =  7 ; prob =  0.35",71.0685891389301,76.1076892509438,23.8923107490562,68.6808178148196,69.8543046357616,70.5778443915103,73.9692342883285,5274,2147,2405,7661,3,7
"long_cut =  7 ; prob =  0.36",69.7749629429996,77.4885754023445,22.5114245976555,69.5593766792047,69.6670030272452,69.7317388493859,74.21513124035,5178,2243,2266,7800,3,7
"long_cut =  7 ; prob =  0.37",68.6295647486861,78.5614941386847,21.4385058613153,70.2385877809957,69.4247546346783,68.9454447001489,74.3466575170126,5093,2328,2158,7908,3,7
"long_cut =  7 ; prob =  0.38",67.3224632798814,79.8132326644149,20.1867673355851,71.0870802504269,69.1535746418437,68.0431466550447,74.512494996283,4996,2425,2032,8034,3,7
"long_cut =  7 ; prob =  0.39",66.1905403584423,80.7570037750844,19.2429962249156,71.7184990509563,68.843728100911,67.2268907563025,74.5753988677303,4912,2509,1937,8129,3,7
"long_cut =  7 ; prob =  0.4",65.1394690742488,81.6312338565468,18.3687661434532,72.33278467754,68.5479296653432,66.46135232491,74.6325842054097,4834,2587,1849,8217,3,7
"long_cut =  7 ; prob =  0.41",64.1692494273009,82.5452016689847,17.4547983310153,73.0480134990029,68.3213773314204,65.7680302737342,74.7469548807686,4762,2659,1757,8309,3,7
"long_cut =  7 ; prob =  0.42",62.9699501414904,83.2803496920326,16.7196503079674,73.5210824417873,67.8377005153517,64.830743618202,74.6611768742494,4673,2748,1683,8383,3,7
"long_cut =  7 ; prob =  0.43",61.9323541301711,83.8565467911782,16.1434532088218,73.8787976209613,67.3801495381909,64.0022281019357,74.5525247326585,4596,2825,1625,8441,3,7
"long_cut =  7 ; prob =  0.44",60.9621344832233,84.5618915159944,15.4381084840056,74.4323790720632,67.0271871990518,63.2514960013422,74.5468061988906,4524,2897,1554,8512,3,7
"long_cut =  7 ; prob =  0.45",59.9110631990298,85.2871051062984,14.7128948937016,75.0126539564704,66.6167216062331,62.4245317458089,74.5182135300509,4446,2975,1481,8585,3,7
"long_cut =  7 ; prob =  0.46",58.7926155504649,86.1017285912974,13.8982714087026,75.7202360291565,66.1913069862702,61.544320938893,74.512494996283,4363,3058,1399,8667,3,7
"long_cut =  7 ; prob =  0.47",58.0380002695055,86.6282535267236,13.3717464732764,76.189633822749,65.8864922747438,60.9417890596259,74.4953393949791,4307,3114,1346,8720,3,7
"long_cut =  7 ; prob =  0.48",57.0543053496833,87.1746473276376,12.8253526723624,76.6334841628959,65.4101653020238,60.126672157687,74.3924057871562,4234,3187,1291,8775,3,7
"long_cut =  7 ; prob =  0.49",56.0301846112384,87.5819590701371,12.4180409298629,76.8860946745562,64.8218879102034,59.2442721987917,74.1922571052782,4158,3263,1250,8816,3,7
"long_cut =  7 ; prob =  0.5",55.2755693302789,88.0588118418438,11.9411881581562,77.3378582202112,64.4715127701375,58.6200983194238,74.1465088351347,4102,3319,1202,8864,3,7
"long_cut =  7 ; prob =  0.51",54.1840722274626,88.495926882575,11.504073117425,77.6404711334234,63.8253968253968,57.6685884748874,73.9349230857208,4021,3400,1158,8908,3,7
"long_cut =  7 ; prob =  0.52",53.227327853389,88.8237631631234,11.1762368368766,77.8325123152709,63.2202304737516,56.8198164504157,73.717618802539,3950,3471,1125,8941,3,7
"long_cut =  7 ; prob =  0.53",52.4592372995553,89.310550367574,10.689449632426,78.3457436103844,62.8410008071025,56.17118287017,73.6718705323955,3893,3528,1076,8990,3,7
"long_cut =  7 ; prob =  0.54",51.3812154696133,89.6880588118418,10.3119411881582,78.6023500309215,62.1414602346806,55.2048646300854,73.4316921141419,3813,3608,1038,9028,3,7
"long_cut =  7 ; prob =  0.55",50.5187980056596,90.1450427180608,9.8549572819392,79.07614427336,61.6510442361454,54.4517066085694,73.328758506319,3749,3672,992,9074,3,7
"long_cut =  7 ; prob =  0.56",49.4407761757176,90.4530101331214,9.5469898668786,79.244060475162,60.891212347523,53.4621437314216,73.0485503516898,3669,3752,961,9105,3,7
"long_cut =  7 ; prob =  0.57",48.4705565287697,90.8702563083648,9.12974369163521,79.6501328609389,60.2663985926112,52.5877192982456,72.8769943386516,3597,3824,919,9147,3,7
"long_cut =  7 ; prob =  0.58",47.6216143376903,91.1285515597059,8.87144844029406,79.8283261802575,59.6556380823768,51.8014716660315,72.6654085892377,3534,3887,893,9173,3,7
"long_cut =  7 ; prob =  0.59",46.7457216008624,91.486191138486,8.513808861514,80.1895515487749,59.0618881416532,50.9997059688327,72.4995711099674,3469,3952,857,9209,3,7
"long_cut =  7 ; prob =  0.6",45.9641557741544,91.7941585535466,8.20584144645341,80.5050743450555,58.5177560473495,50.2785884850093,72.345170698233,3411,4010,826,9240,3,7
"long_cut =  7 ; prob =  0.61",45.0478372187037,92.0921915358633,7.9078084641367,80.7683015221068,57.8373702422145,49.419034384886,72.1278664150512,3343,4078,796,9270,3,7
"long_cut =  7 ; prob =  0.62",44.1988950276243,92.3504867872045,7.64951321279554,80.9876543209877,57.1876906982826,48.6156400071145,71.9162806656373,3280,4141,770,9296,3,7
"long_cut =  7 ; prob =  0.63",43.2421506535507,92.6385853367773,7.36141466322273,81.2405063291139,56.4418256969484,47.7047035737646,71.6761022473838,3209,4212,741,9325,3,7
"long_cut =  7 ; prob =  0.64",42.1910793693572,92.9465527518379,7.05344724816213,81.5152304087477,55.6029124489433,46.696495152871,71.4073311602905,3131,4290,710,9356,3,7
"long_cut =  7 ; prob =  0.65",41.4229888155235,93.294257897874,6.70574210212597,81.9951987196586,55.0402864816473,45.9725420991236,71.2815234173958,3074,4347,675,9391,3,7
"long_cut =  7 ; prob =  0.66",40.7087993531869,93.5823564474468,6.41764355255315,82.3834196891192,54.491341991342,45.2909957722407,71.1442786069652,3021,4400,646,9420,3,7
"long_cut =  7 ; prob =  0.67",39.9272335264789,93.8307172660441,6.16928273395589,82.6729910714286,53.8482507950931,44.5322832752194,70.9555669926231,2963,4458,621,9445,3,7
"long_cut =  7 ; prob =  0.68",39.0782913353995,93.9896681899464,6.01033181005365,82.7389443651926,53.0843858685704,43.6891741239567,70.6867959055298,2900,4521,605,9461,3,7
"long_cut =  7 ; prob =  0.69",38.1619727799488,94.0890125173853,5.91098748261474,82.637875693026,52.212389380531,42.7652441786717,70.3551209469892,2832,4589,595,9471,3,7
"long_cut =  7 ; prob =  0.7",37.245654224498,94.3373733359825,5.66262666401749,82.9034193161368,51.3993491399349,41.8559573565934,70.1092239949677,2764,4657,570,9496,3,7
"long_cut =  7 ; prob =  0.71",36.55841530791,94.5459964236042,5.45400357639578,83.1698344573881,50.7909763175138,41.1734353183998,69.9376679819294,2713,4708,549,9517,3,7
"long_cut =  7 ; prob =  0.72",35.6016709338364,94.744685078482,5.25531492151798,83.3175654367707,49.8867069486405,40.2069700197839,69.6460227597644,2642,4779,529,9537,3,7
"long_cut =  7 ; prob =  0.73",34.9279072901226,94.9433737333598,5.05662626664017,83.5859400193486,49.2681999619844,39.530272990697,69.4744667467261,2592,4829,509,9557,3,7
"long_cut =  7 ; prob =  0.74",34.1463414634146,95.1718656864693,4.8281343135307,83.9072847682119,48.5394119337228,38.7414383561644,69.2743180648482,2534,4887,486,9580,3,7
"long_cut =  7 ; prob =  0.75",33.2030723622153,95.3308166103716,4.66918338962845,83.9809134287662,47.5905359729599,37.7705561346496,68.9655172413793,2464,4957,470,9596,3,7
"long_cut =  7 ; prob =  0.76",32.2328527152675,95.4102920723227,4.58970792767733,83.812193412754,46.5596107055961,36.7570225582396,68.599531080231,2392,5029,462,9604,3,7
"long_cut =  7 ; prob =  0.77",31.2087319768225,95.5394396979932,4.46056030200675,83.7613019891501,45.4741802473984,35.6867700083207,68.2392634528507,2316,5105,449,9617,3,7
"long_cut =  7 ; prob =  0.78",30.4271661501145,95.7878005165905,4.2121994834095,84.1909023117077,44.6995941799465,34.8822838781437,68.0505518385086,2258,5163,424,9642,3,7
"long_cut =  7 ; prob =  0.79",29.7264519606522,95.8970792767733,4.1029207232267,84.2306223749523,43.9442231075697,34.145435408476,67.816091954023,2206,5215,413,9653,3,7
"long_cut =  7 ; prob =  0.8",28.7023312222072,96.105702364395,3.894297635605,84.456780333069,42.8442120084482,33.0683723529777,67.5015725967862,2130,5291,392,9674,3,7
"long_cut =  7 ; prob =  0.81",27.7860126667565,96.2447844228095,3.75521557719054,84.5081967213115,41.8213162965217,32.0943842609887,67.1927717733173,2062,5359,378,9688,3,7
"long_cut =  7 ; prob =  0.82",26.9101199299286,96.4236042121995,3.57639578780051,84.7263470513364,40.8467989363878,31.1631971536469,66.924000686224,1997,5424,360,9706,3,7
"long_cut =  7 ; prob =  0.83",26.0477024659749,96.55275183787,3.44724816212995,84.780701754386,39.8515616946707,30.2371417845076,66.632355464059,1933,5488,347,9719,3,7
"long_cut =  7 ; prob =  0.84",25.3739388222611,96.6918338962845,3.30816610371548,84.9729241877256,39.0785514164159,29.5141065830721,66.4264882484131,1883,5538,333,9733,3,7
"long_cut =  7 ; prob =  0.85",24.2689664465705,96.8507848201868,3.14921517981324,85.0330500472144,37.7607715693469,28.3158291931325,66.0490650197289,1801,5620,317,9749,3,7
"long_cut =  7 ; prob =  0.86",23.312222072497,96.9898668786012,3.01013312139877,85.0959173635022,36.5982652845356,27.2724406469717,65.7231085949562,1730,5691,303,9763,3,7
"long_cut =  7 ; prob =  0.87",22.3150518798006,97.1090800715279,2.89091992847208,85.0539291217257,35.3543979504697,26.1768518225791,65.3685595013439,1656,5765,291,9775,3,7
"long_cut =  7 ; prob =  0.88",21.1966042312357,97.2680309954302,2.73196900456983,85.1190476190476,33.9410939691445,24.9429151338323,64.9854177388918,1573,5848,275,9791,3,7
"long_cut =  7 ; prob =  0.89",20.2802856757849,97.4170474865885,2.58295251341149,85.2691218130312,32.7672545177444,23.9276288594232,64.6823354491908,1505,5916,260,9806,3,7
"long_cut =  7 ; prob =  0.9",19.1618380272201,97.6356050069541,2.36439499304589,85.6626506024096,31.3181367690783,22.6837672281776,64.3335048893464,1422,5999,238,9828,3,7
"long_cut =  7 ; prob =  0.91",18.0029645600323,97.7746870653686,2.22531293463143,85.6410256410256,29.7516980291727,21.3801049801562,63.9217704580546,1336,6085,224,9842,3,7
"long_cut =  7 ; prob =  0.92",16.8306158199704,97.9038346910391,2.09616530896086,85.5479452054795,28.1274631235221,20.0520164397637,63.4985989592269,1249,6172,211,9855,3,7
"long_cut =  7 ; prob =  0.93",15.6043659884113,97.9932445857341,2.00675541426585,85.1470588235294,26.3751281175265,18.6509470429068,63.0296791902556,1158,6263,202,9864,3,7
"long_cut =  7 ; prob =  0.94",14.5802452499663,98.1720643751242,1.82793562487582,85.4660347551343,24.9107862323011,17.4798061389338,62.698004231715,1082,6339,184,9882,3,7
"long_cut =  7 ; prob =  0.95",13.3405201455329,98.3409497317703,1.65905026822969,85.5661192739844,23.0823035672651,16.0500632275218,62.2691141991193,990,6431,167,9899,3,7
"long_cut =  7 ; prob =  0.96",11.8851906751112,98.4899662229287,1.51003377707133,85.2998065764023,20.8633944411591,14.3564034116804,61.7372905587007,882,6539,152,9914,3,7
"long_cut =  7 ; prob =  0.97",10.4298612046894,98.6290482813431,1.37095171865687,84.8684210526316,18.5767430697228,12.6487122499673,61.1997483845142,774,6647,138,9928,3,7
"long_cut =  7 ; prob =  0.98",8.86672955127341,98.7879992052454,1.21200079475462,84.3589743589744,16.0468235581027,10.7996323529412,60.62789500772,658,6763,122,9944,3,7
"long_cut =  7 ; prob =  0.99",6.83196334725778,99.0860321875621,0.91396781243791,84.6410684474124,12.643391521197,8.37103325298022,59.9359524217991,507,6914,92,9974,3,7
"long_cut =  7 ; prob =  1",0,100,0,NA,NA,NA,57.5627609081032,0,7421,0,10066,3,7
"long_cut =  7 ; prob =  random_rate",41.1471657466002,0.591085078923856,40.8914921076144,42.5923344947735,41.8572798246816,197.950275194534,51.4857142857143,3056,4371,4119,5954,3,7
"long_cut =  7 ; prob =  random_50",50.2894843139895,0.501538767000894,49.8461232999107,42.6564641388762,46.1595501452141,210.365536605657,50.2114285714286,3735,3692,5021,5052,3,7
"long_cut =  8 ; prob =  0",100,0,100,39.4864756676388,56.6169235815021,76.5402265723724,39.4864756676388,6905,0,10582,0,3,7
"long_cut =  8 ; prob =  0.01",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.02",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.03",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.04",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.05",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.06",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.07",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.08",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.09",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.1",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.11",100,0.00945000945000945,99.99054999055,39.4887338442182,56.6192448034111,76.5419234691615,39.4921942014068,6905,0,10581,1,3,7
"long_cut =  8 ; prob =  0.12",99.9855177407676,0.00945000945000945,99.99054999055,39.485273091221,56.6133661336613,76.5325351956546,39.4864756676388,6904,1,10581,1,3,7
"long_cut =  8 ; prob =  0.13",99.9565532223027,0.00945000945000945,99.99054999055,39.478350397529,56.601607347876,76.5137573997295,39.4750386001029,6902,3,10581,1,3,7
"long_cut =  8 ; prob =  0.14",99.9565532223027,0.00945000945000945,99.99054999055,39.478350397529,56.601607347876,76.5137573997295,39.4750386001029,6902,3,10581,1,3,7
"long_cut =  8 ; prob =  0.15",99.9131064446054,0.0472500472500473,99.95274995275,39.4769970244907,56.5932488413109,76.492371828987,39.4807571338709,6899,6,10577,5,3,7
"long_cut =  8 ; prob =  0.16",99.869659666908,0.0472500472500473,99.95274995275,39.4666056200996,56.5756009516777,76.4641962167077,39.463601532567,6896,9,10577,5,3,7
"long_cut =  8 ; prob =  0.17",99.8262128892107,0.0472500472500473,99.95274995275,39.4562106468231,56.5579487179487,76.4360168551786,39.4464459312632,6893,12,10577,5,3,7
"long_cut =  8 ; prob =  0.18",99.6524257784214,0.0850500850500851,99.9149499149499,39.4236278217028,56.4965721088715,76.3300350534676,39.4006976611197,6881,24,10573,9,3,7
"long_cut =  8 ; prob =  0.19",99.5365677045619,0.160650160650161,99.8393498393499,39.4139236150935,56.4679784743047,76.2683652181633,39.4006976611197,6873,32,10565,17,3,7
"long_cut =  8 ; prob =  0.2",99.2614047791456,0.311850311850312,99.6881496881497,39.3840142504166,56.3929570511766,76.1166514892388,39.3835420598159,6854,51,10549,33,3,7
"long_cut =  8 ; prob =  0.21",95.887038377987,11.6046116046116,88.3953883953884,41.4460093896714,57.8758741258741,75.9376075237986,44.884771544576,6621,284,9354,1228,3,7
"long_cut =  8 ; prob =  0.22",91.2961622013034,34.7760347760348,65.2239652239652,47.7358776313797,62.6920590721496,77.2057022485671,57.0938411391319,6304,601,6902,3680,3,7
"long_cut =  8 ; prob =  0.23",88.254887762491,45.2938952938953,54.7061047061047,51.2833459564083,64.8711943793911,77.1333822747639,62.2576771315835,6094,811,5789,4793,3,7
"long_cut =  8 ; prob =  0.24",85.6046343229544,52.4570024570025,47.5429975429975,54.0212027051727,66.2408247884799,76.6428089829366,65.5458340481501,5911,994,5031,5551,3,7
"long_cut =  8 ; prob =  0.25",83.2874728457639,57.4088074088074,42.5911925911926,56.063560148177,67.0162558993183,75.9147790274038,67.6273803396809,5751,1154,4507,6075,3,7
"long_cut =  8 ; prob =  0.26",81.216509775525,61.5384615384615,38.4615384615385,57.9458565819384,67.6355303624193,75.1782937422918,69.3086292674558,5608,1297,4070,6512,3,7
"long_cut =  8 ; prob =  0.27",79.145546705286,64.5435645435645,35.4564354564355,59.2926114787892,67.7955588636646,74.1781361131471,70.3093726768457,5465,1440,3752,6830,3,7
"long_cut =  8 ; prob =  0.28",77.2918175235337,67.1423171423171,32.8576828576829,60.5513955071477,67.9050830205484,73.2420266783773,71.1499971407331,5337,1568,3477,7105,3,7
"long_cut =  8 ; prob =  0.29",75.6408399710355,69.2307692307692,30.7692307692308,61.5992451940087,67.9017160686427,72.3427241751849,71.7618802539029,5223,1682,3256,7326,3,7
"long_cut =  8 ; prob =  0.3",74.1636495293266,71.2436212436212,28.7563787563788,62.7266046055855,67.96735018913,71.5543259557344,72.3966375021444,5121,1784,3043,7539,3,7
"long_cut =  8 ; prob =  0.31",73.0485155684287,72.972972972973,27.027027027027,63.8157894736842,68.1207373894254,70.9942574034456,73.0028020815463,5044,1861,2860,7722,3,7
"long_cut =  8 ; prob =  0.32",71.7306299782766,74.5889245889246,25.4110754110754,64.8128762104161,68.0965147453083,70.2314105836311,73.4602847829816,4953,1952,2689,7893,3,7
"long_cut =  8 ; prob =  0.33",70.3692976104272,76.1765261765262,23.8234738234738,65.840108401084,68.0294014700735,69.4142857142857,73.8834562818093,4859,2046,2521,8061,3,7
"long_cut =  8 ; prob =  0.34",68.9500362056481,77.4806274806275,22.5193725193725,66.6433370660694,67.777065983344,68.4760096651709,74.112197632527,4761,2144,2383,8199,3,7
"long_cut =  8 ; prob =  0.35",67.7769732078204,78.6429786429786,21.3570213570214,67.4351585014409,67.6056338028169,67.7083333333333,74.3523760507806,4680,2225,2260,8322,3,7
"long_cut =  8 ; prob =  0.36",66.415640839971,79.96597996598,20.03402003402,68.386519534745,67.3866725442657,66.8006758725165,74.6154286041059,4586,2319,2120,8462,3,7
"long_cut =  8 ; prob =  0.37",65.3149891383056,80.9487809487809,19.0512190512191,69.1081826539994,67.1580671580672,66.0399461137469,74.7755475496083,4510,2395,2016,8566,3,7
"long_cut =  8 ; prob =  0.38",63.881245474294,81.7803817803818,18.2196182196182,69.5851080612084,66.6112956810631,64.9459642510086,74.7126436781609,4411,2494,1928,8654,3,7
"long_cut =  8 ; prob =  0.39",62.7661115133961,82.4985824985825,17.5014175014175,70.061429033301,66.2134290734092,64.1010471513933,74.706925144393,4334,2571,1852,8730,3,7
"long_cut =  8 ; prob =  0.4",61.5496017378711,83.2829332829333,16.7170667170667,70.6097358365177,65.7691117301145,63.1707244567318,74.701206610625,4250,2655,1769,8813,3,7
"long_cut =  8 ; prob =  0.41",60.3330919623461,84.1334341334341,15.8665658665659,71.2745936698033,65.3490196078431,62.2441356641267,74.7355178132327,4166,2739,1679,8903,3,7
"long_cut =  8 ; prob =  0.42",59.3338160753077,84.9366849366849,15.0633150633151,71.9908627657705,65.0523975865354,61.4962024556453,74.8270143535198,4097,2808,1594,8988,3,7
"long_cut =  8 ; prob =  0.43",58.2621288921072,85.6265356265356,14.3734643734644,72.5649350649351,64.6316973250863,60.6531178386202,74.8212958197518,4023,2882,1521,9061,3,7
"long_cut =  8 ; prob =  0.44",57.4366401158581,86.1273861273861,13.8726138726139,72.9849098270151,64.2839776318989,59.9927391541115,74.7984216846801,3966,2939,1468,9114,3,7
"long_cut =  8 ; prob =  0.45",56.4373642288197,86.7510867510867,13.2489132489133,73.5421777693904,63.8643067846608,59.1907409095051,74.7812660833762,3897,3008,1402,9180,3,7
"long_cut =  8 ; prob =  0.46",55.1339608979001,87.2235872235872,12.7764127764128,73.7933708082962,63.1133952254642,58.0707160071997,74.5525247326585,3807,3098,1352,9230,3,7
"long_cut =  8 ; prob =  0.47",54.2505430847212,87.6393876393876,12.3606123606124,74.1195092995647,62.6473785433565,57.323866070882,74.4553096586035,3746,3159,1308,9274,3,7
"long_cut =  8 ; prob =  0.48",53.2657494569153,88.1496881496882,11.8503118503118,74.5742092457421,62.1441243558334,56.4942246252151,74.3752501858524,3678,3227,1254,9328,3,7
"long_cut =  8 ; prob =  0.49",52.0926864590876,88.6977886977887,11.3022113022113,75.0469434592113,61.4976919131475,55.4869959584118,74.2437239091897,3597,3308,1196,9386,3,7
"long_cut =  8 ; prob =  0.5",51.0499637943519,89.0852390852391,10.9147609147609,75.3205128205128,60.8545533016832,54.5665634674923,74.0664493623835,3525,3380,1155,9427,3,7
"long_cut =  8 ; prob =  0.51",49.8769007965243,89.4726894726895,10.5273105273105,75.5594559017113,60.0889819419,53.5148237926534,73.8377080116658,3444,3461,1114,9468,3,7
"long_cut =  8 ; prob =  0.52",48.8921071687183,89.8506898506898,10.1493101493102,75.8651685393259,59.4627917217085,52.6348612410352,73.6775890661634,3376,3529,1074,9508,3,7
"long_cut =  8 ; prob =  0.53",47.9797248370746,90.2097902097902,9.79020979020979,76.1784318234077,58.8768437888751,51.8158215771529,73.5346257219649,3313,3592,1036,9546,3,7
"long_cut =  8 ; prob =  0.54",47.0094134685011,90.5783405783406,9.42165942165942,76.5024746641527,58.2346609257266,50.9368232746446,73.3745067764625,3246,3659,997,9585,3,7
"long_cut =  8 ; prob =  0.55",46.1115133960898,90.9374409374409,9.06255906255906,76.8525223268163,57.6393917451122,50.1212102131411,73.2372619660319,3184,3721,959,9623,3,7
"long_cut =  8 ; prob =  0.56",45.2280955829109,91.2587412587413,8.74125874125874,77.149209486166,57.025472473295,49.3084501705191,73.0828615542975,3123,3782,925,9657,3,7
"long_cut =  8 ; prob =  0.57",44.2288196958726,91.5989415989416,8.4010584010584,77.4537154450926,56.3053097345133,48.3794316129646,72.8941499399554,3054,3851,889,9693,3,7
"long_cut =  8 ; prob =  0.58",43.2150615496017,91.995841995842,8.004158004158,77.8908901070217,55.5886736214605,47.4388731677848,72.734030994453,2984,3921,847,9735,3,7
"long_cut =  8 ; prob =  0.59",42.302679217958,92.3643923643924,7.63560763560763,78.3319924912845,54.9369945457965,46.5884079236977,72.5967861840224,2921,3984,808,9774,3,7
