"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.01",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.02",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.03",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.04",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.05",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.06",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.07",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.08",100,0,100,54.8344673794957,70.8297943055504,85.8565059356479,54.8344673794957,9590,0,7899,0,3,2
"long_cut =  4 ; prob =  0.09",99.9791449426486,0,100,54.8293017670269,70.820253351553,85.8416745751786,54.8230316198754,9588,2,7899,0,3,2
"long_cut =  4 ; prob =  0.1",99.9791449426486,0,100,54.8293017670269,70.820253351553,85.8416745751786,54.8230316198754,9588,2,7899,0,3,2
"long_cut =  4 ; prob =  0.11",99.9791449426486,0,100,54.8293017670269,70.820253351553,85.8416745751786,54.8230316198754,9588,2,7899,0,3,2
"long_cut =  4 ; prob =  0.12",99.9582898852972,0,100,54.8241349728339,70.8107109879963,85.8268421523861,54.811595860255,9586,4,7899,0,3,2
"long_cut =  4 ; prob =  0.13",99.9582898852972,0,100,54.8241349728339,70.8107109879963,85.8268421523861,54.811595860255,9586,4,7899,0,3,2
"long_cut =  4 ; prob =  0.14",99.9478623566215,0.0126598303582732,99.9873401696417,54.8246868386433,70.8085546485428,85.8209623408485,54.811595860255,9585,5,7898,1,3,2
"long_cut =  4 ; prob =  0.15",99.9270072992701,0.0126598303582732,99.9873401696417,54.8195183341914,70.7990100107126,85.8061281137515,54.8001601006347,9583,7,7898,1,3,2
"long_cut =  4 ; prob =  0.16",99.9165797705944,0.0379794910748196,99.9620205089252,54.8232063165122,70.7994680065021,85.801783731509,54.8058779804448,9582,8,7896,3,3,2
"long_cut =  4 ; prob =  0.17",99.8644421272159,0.0379794910748196,99.9620205089252,54.8102787157328,70.7755976794886,85.7646911324844,54.777288581394,9577,13,7896,3,3,2
"long_cut =  4 ; prob =  0.18",99.8018769551616,0.0379794910748196,99.9620205089252,54.7947558252705,70.7469416417193,85.7201712433052,54.742981302533,9571,19,7896,3,3,2
"long_cut =  4 ; prob =  0.19",99.7288842544317,0.0379794910748196,99.9620205089252,54.7766323024055,70.7134935304991,85.6682192762451,54.7029561438619,9564,26,7896,3,3,2
"long_cut =  4 ; prob =  0.2",99.6976016684046,0.063299151791366,99.9367008482086,54.775136064165,70.7043815862451,85.6490190808922,54.6972382640517,9561,29,7894,5,3,2
"long_cut =  4 ; prob =  0.21",99.6558915537018,0.0886188125079124,99.9113811874921,54.771047051407,70.6904841155368,85.6223906538372,54.6858025044314,9557,33,7892,7,3,2
"long_cut =  4 ; prob =  0.22",99.541188738269,0.0886188125079124,99.9113811874921,54.7425163436174,70.6378570371467,85.5407003835263,54.6229058265195,9546,44,7892,7,3,2
"long_cut =  4 ; prob =  0.23",99.4890510948905,0.113938473224459,99.8860615267755,54.7358155011187,70.6191480700196,85.5066229320141,54.605752187089,9541,49,7890,9,3,2
"long_cut =  4 ; prob =  0.24",99.4160583941606,0.177237625015825,99.8227623749842,54.7333371605718,70.5986893257803,85.4622707470554,54.5943164274687,9534,56,7885,14,3,2
"long_cut =  4 ; prob =  0.25",99.2700729927007,0.253196607165464,99.7468033928345,54.7157882636933,70.5472599948127,85.3673846374576,54.5485733889874,9520,70,7879,20,3,2
"long_cut =  4 ; prob =  0.26",99.1866527632951,0.519053044689201,99.4809469553108,54.7610823258492,70.5637982195846,85.3400322985824,54.6229058265195,9512,78,7858,41,3,2
"long_cut =  4 ; prob =  0.27",98.9989572471324,0.734270160779846,99.2657298392202,54.7678107874243,70.5218198700093,85.2320675105485,54.6171879467094,9494,96,7841,58,3,2
"long_cut =  4 ; prob =  0.28",98.8425443169969,1.0381060893784,98.9618939106216,54.804579093432,70.5125344045228,85.1570360787696,54.6686488650009,9479,111,7817,82,3,2
"long_cut =  4 ; prob =  0.29",98.1230448383733,4.65881757184454,95.3411824281555,55.5457174901127,70.9358863216614,85.0798358076707,55.909428783807,9410,180,7531,368,3,2
"long_cut =  4 ; prob =  0.3",92.3566214807091,30.5228509937967,69.4771490062033,61.7427675148135,74.0087737622728,84.0242861208614,64.4290697009549,8857,733,5488,2411,3,2
"long_cut =  4 ; prob =  0.31",89.9582898852972,41.3216862894037,58.6783137105963,65.0505202835168,75.5032382286014,83.5593351671768,67.9913088226886,8627,963,4635,3264,3,2
"long_cut =  4 ; prob =  0.32",88.2794577685089,47.7781997721231,52.2218002278769,67.2385036931141,76.3356025427167,83.0798217895625,69.9868488764366,8466,1124,4125,3774,3,2
"long_cut =  4 ; prob =  0.33",86.6110531803962,53.4118242815546,46.5881757184454,69.2975137660604,76.9929551353356,82.4891749096254,71.616444622334,8306,1284,3680,4219,3,2
"long_cut =  4 ; prob =  0.34",84.8488008342023,58.2605393087733,41.7394606912267,71.1649466503411,77.4067732115677,81.7066313210427,72.8400709017096,8137,1453,3297,4602,3,2
"long_cut =  4 ; prob =  0.35",83.1803962460897,62.0078490948221,37.9921509051779,72.6635088358535,77.5670945157526,80.8403259151161,73.6177025558923,7977,1613,3001,4898,3,2
"long_cut =  4 ; prob =  0.36",81.8456725755996,64.9069502468667,35.0930497531333,73.9007626400527,77.6705754292217,80.1229047998203,74.1952084167191,7849,1741,2772,5127,3,2
"long_cut =  4 ; prob =  0.37",80.5213764337852,67.7427522471199,32.2572477528801,75.1898734177215,77.7643504531722,79.3954349167181,74.7498427583052,7722,1868,2548,5351,3,2
"long_cut =  4 ; prob =  0.38",79.0198123044838,69.970882390176,30.029117609824,76.1608040201005,77.5639713408393,78.4309666735665,74.9328149122306,7578,2012,2372,5527,3,2
"long_cut =  4 ; prob =  0.39",77.7893639207508,71.7685783010508,28.2314216989492,76.9865841073271,77.3858921161826,77.627471383975,75.0700440276745,7460,2130,2230,5669,3,2
"long_cut =  4 ; prob =  0.4",76.7361835245047,73.5156348904925,26.4843651095075,77.8647762141572,77.2963604852686,76.9592771537931,75.2816055806507,7359,2231,2092,5807,3,2
"long_cut =  4 ; prob =  0.41",75.5370177267988,75.0854538549184,24.9145461450817,78.6365610073817,77.0556323795341,76.137223576894,75.3330664989422,7244,2346,1968,5931,3,2
"long_cut =  4 ; prob =  0.42",74.6089676746611,76.5160146854032,23.4839853145968,79.4117647058823,76.9354838709677,75.5224825839139,75.4702956143862,7155,2435,1855,6044,3,2
"long_cut =  4 ; prob =  0.43",73.4619395203337,77.8706165337384,22.1293834662616,80.1205504378483,76.6469020290486,74.7036243717261,75.4531419749557,7045,2545,1748,6151,3,2
"long_cut =  4 ; prob =  0.44",72.5964546402503,79.237878212432,20.762121787568,80.9346663566612,76.5391380826737,74.1237596354499,75.5960889702098,6962,2628,1640,6259,3,2
"long_cut =  4 ; prob =  0.45",71.5745568300313,80.2253449803773,19.7746550196227,81.4621409921671,76.1989342806394,73.3552772196811,75.4817313740065,6864,2726,1562,6337,3,2
