"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.9000058647587,70.8844464637286,85.8886136342784,54.9000058647587,9361,0,7690,0,3,9
"long_cut =  4 ; prob =  0.01",100,0,100,54.9000058647587,70.8844464637286,85.8886136342784,54.9000058647587,9361,0,7690,0,3,9
"long_cut =  4 ; prob =  0.02",100,0,100,54.9000058647587,70.8844464637286,85.8886136342784,54.9000058647587,9361,0,7690,0,3,9
"long_cut =  4 ; prob =  0.03",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.04",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.05",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.06",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.07",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.08",99.9893173806217,0,100,54.8973607038123,70.8795577600242,85.8810144236063,54.8941411060935,9360,1,7690,0,3,9
"long_cut =  4 ; prob =  0.09",99.9786347612435,0,100,54.894715232565,70.8746686861037,85.8734149340282,54.8882763474283,9359,2,7690,0,3,9
"long_cut =  4 ; prob =  0.1",99.9786347612435,0,100,54.894715232565,70.8746686861037,85.8734149340282,54.8882763474283,9359,2,7690,0,3,9
"long_cut =  4 ; prob =  0.11",99.9572695224869,0,100,54.8894233589488,70.8648894274462,85.8582151180929,54.8765468300979,9357,4,7690,0,3,9
"long_cut =  4 ; prob =  0.12",99.9038564255956,0.0130039011703511,99.9869960988296,54.8794084854175,70.8431179456102,85.821785812609,54.8530877954372,9352,9,7689,1,3,9
