"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.8549663053033,70.8468932112314,85.8665541470216,54.8549663053033,9361,0,7704,0,3,3
"long_cut =  4 ; prob =  0.01",100,0,100,54.8549663053033,70.8468932112314,85.8665541470216,54.8549663053033,9361,0,7704,0,3,3
"long_cut =  4 ; prob =  0.02",100,0,100,54.8549663053033,70.8468932112314,85.8665541470216,54.8549663053033,9361,0,7704,0,3,3
"long_cut =  4 ; prob =  0.03",99.9893173806217,0,100,54.8523206751055,70.8420056764428,85.858956483452,54.8491063580428,9360,1,7704,0,3,3
"long_cut =  4 ; prob =  0.04",99.9893173806217,0,100,54.8523206751055,70.8420056764428,85.858956483452,54.8491063580428,9360,1,7704,0,3,3
"long_cut =  4 ; prob =  0.05",99.9893173806217,0,100,54.8523206751055,70.8420056764428,85.858956483452,54.8491063580428,9360,1,7704,0,3,3
"long_cut =  4 ; prob =  0.06",99.9893173806217,0,100,54.8523206751055,70.8420056764428,85.858956483452,54.8491063580428,9360,1,7704,0,3,3
"long_cut =  4 ; prob =  0.07",99.9786347612435,0,100,54.8496747348063,70.8371177717227,85.8513585411048,54.8432464107823,9359,2,7704,0,3,3
"long_cut =  4 ; prob =  0.08",99.9786347612435,0,100,54.8496747348063,70.8371177717227,85.8513585411048,54.8432464107823,9359,2,7704,0,3,3
"long_cut =  4 ; prob =  0.09",99.9679521418652,0,100,54.8470284843512,70.8322294970291,85.8437603199648,54.8373864635218,9358,3,7704,0,3,3
"long_cut =  4 ; prob =  0.1",99.9465869031087,0,100,54.841735052755,70.8224518375535,85.8285630412447,54.8256665690009,9356,5,7704,0,3,3
"long_cut =  4 ; prob =  0.11",99.9465869031087,0,100,54.841735052755,70.8224518375535,85.8285630412447,54.8256665690009,9356,5,7704,0,3,3
"long_cut =  4 ; prob =  0.12",99.9465869031087,0,100,54.841735052755,70.8224518375535,85.8285630412447,54.8256665690009,9356,5,7704,0,3,3
"long_cut =  4 ; prob =  0.13",99.9359042837304,0,100,54.8390878715048,70.8175624526874,85.8209639836339,54.8198066217404,9355,6,7704,0,3,3
"long_cut =  4 ; prob =  0.14",99.9145390449738,0,100,54.8337925778273,70.8077825724884,85.8057650318343,54.8080867272195,9353,8,7704,0,3,3
