"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","prob"
"1",56.6181594589055,56.6181594589055,56.6628869010121,56.6773372732496,56.6306131896806,56.6181594589055,56.6169235815021,56.696222212884,56.696222212884,56.6628869010121,0
"2",56.6181594589055,56.6181594589055,56.6628869010121,56.6773372732496,56.6306131896806,56.6181594589055,56.6192448034111,56.696222212884,56.696222212884,56.6628869010121,1
"3",56.6181594589055,56.6181594589055,56.6628869010121,56.6773372732496,56.6245791245791,56.6181594589055,56.6192448034111,56.6902000336191,56.696222212884,56.6652666946661,2
"4",56.6181594589055,56.6181594589055,56.6628869010121,56.6773372732496,56.6245791245791,56.6181594589055,56.6192448034111,56.6902000336191,56.696222212884,56.6592465034231,3
"5",56.6181594589055,56.6181594589055,56.6628869010121,56.6714549558793,56.6398517457777,56.6122817086169,56.6192448034111,56.6902000336191,56.696222212884,56.6592465034231,4
"6",56.6122817086169,56.6181594589055,56.6568668626627,56.6714549558793,56.6812890163658,56.6122817086169,56.6192448034111,56.7410526315789,56.696222212884,56.6592465034231,5
"7",56.6122817086169,56.6181594589055,56.6568668626627,56.6714549558793,56.7973275825616,56.6122817086169,56.6192448034111,56.7396798652064,56.6902000336191,56.6592465034231,6
"8",56.6122817086169,56.6181594589055,56.6568668626627,56.6714549558793,56.8126984126984,56.6064034764072,56.6192448034111,56.8292168038843,56.6902000336191,56.647204603688,7
"9",56.6122817086169,56.6122817086169,56.6568668626627,56.6980240726287,56.788240776041,56.6064034764072,56.6192448034111,56.848156915793,56.6902000336191,56.6351606805293,8
"10",56.6122817086169,56.6122817086169,56.6448252688172,56.7979564930784,56.7965074386471,56.5946455659875,56.6192448034111,56.8454899306143,56.6937077045942,56.6291379600067,9
"11",56.6064034764072,56.6122817086169,56.6448252688172,56.8575672553227,57.1209016393443,56.5934065934066,56.6192448034111,57.0155334861217,56.6888085428403,56.6291379600067,10
"12",56.6064034764072,56.6064034764072,56.6327816516844,56.8491454050037,57.5325960669564,56.5980480603625,56.6192448034111,57.3087927573985,57.0228295001273,56.6110667619008,11
