"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,0.703689615823507,1.39754485363551,3.4221235664077,0.703689615823507,37,0,5221,0,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.39",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.4",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.41",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.42",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.43",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.44",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.45",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.46",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.47",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.48",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.49",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.5",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.51",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.52",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.53",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.54",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.55",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.56",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.57",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.58",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.59",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.6",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.61",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.62",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.63",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.64",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.65",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.66",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.67",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.68",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.69",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.7",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.71",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.72",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.73",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.74",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.75",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.76",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.77",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.78",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.79",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.8",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.81",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.82",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.83",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.84",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.85",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.86",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.87",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.88",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.89",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.9",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.91",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.92",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.93",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.94",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.95",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.96",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.97",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.98",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  0.99",0,99.9808465811147,0.019153418885276,0,NA,NA,99.277291745911,0,37,1,5220,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  1",0,100,0,NA,NA,NA,99.2963103841765,0,37,0,5221,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  random_rate",0,0.988316414479985,1.16835855200154,0,NA,NA,98.136173449981,0,37,61,5160,2,1,6,4429,"spender"
"long_cut =  6 ; prob =  random_50",35.1351351351351,0.498755027772457,50.1244972227543,0.494296577946768,0.974878140232471,480.021598272138,49.771776340814,13,24,2617,2604,2,1,6,4429,"spender"
