"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,3.98801722523872,7.67014764133958,17.1968351364444,3.98801722523872,213,0,5128,0,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.01",100,0,100,3.98801722523872,7.67014764133958,17.1968351364444,3.98801722523872,213,0,5128,0,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.02",70.4225352112676,5.69422776911076,94.3057722308892,3.00842358604091,5.77034045008656,12.846865364851,8.27560381950946,150,63,4836,292,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.03",53.5211267605634,65.5226209048362,34.4773790951638,6.05738575982997,10.8830548926014,20.848573518654,65.0439992510766,114,99,1768,3360,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.04",43.1924882629108,79.3291731669267,20.6708268330733,7.98611111111111,13.4798534798535,22.9540918163673,77.8880359483243,92,121,1060,4068,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.05",36.150234741784,85.8814352574103,14.1185647425897,9.61298377028714,15.1873767258383,23.2909860859044,83.8981464145291,77,136,724,4404,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.06",31.4553990610329,89.5280811232449,10.4719188767551,11.0927152317881,16.4014687882497,23.0082417582418,87.2121325594458,67,146,537,4591,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.07",23.0046948356808,92.1216848673947,7.87831513260531,10.8167770419426,14.7147147147147,18.7739463601533,89.3652873993634,49,164,404,4724,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.08",21.5962441314554,93.7792511700468,6.22074882995319,12.6027397260274,15.916955017301,18.898931799507,90.9005804156525,46,167,319,4809,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.09",19.2488262910798,94.9882995319813,5.01170046801872,13.758389261745,16.0469667318982,17.8260869565217,91.9677962928291,41,172,257,4871,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.1",16.9014084507042,95.7878315132605,4.21216848673946,14.2857142857143,15.4838709677419,16.304347826087,92.6418273731511,36,177,216,4912,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.11",16.9014084507042,96.4703588143526,3.52964118564743,16.5898617511521,16.7441860465116,16.8381665107577,93.2971353679086,36,177,181,4947,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.12",15.4929577464789,96.9188767550702,3.0811232449298,17.2774869109948,16.3366336633663,15.8197507190796,93.6715970791986,33,180,158,4970,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.13",13.6150234741784,97.3283931357254,2.67160686427457,17.4698795180723,15.3034300791557,14.2436149312377,93.9898895337952,29,184,137,4991,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.14",12.2065727699531,97.6989079563183,2.30109204368175,18.0555555555556,14.5658263305322,13.0522088353414,94.2894589028272,26,187,118,5010,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.15",11.7370892018779,97.9134165366615,2.08658346333853,18.9393939393939,14.4927536231884,12.7032520325203,94.4766897584722,25,188,107,5021,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.16",9.85915492957746,98.1084243369735,1.89157566302652,17.7966101694915,12.6888217522659,10.8247422680412,94.5890282718592,21,192,97,5031,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.17",8.45070422535211,98.3229329173167,1.6770670826833,17.3076923076923,11.3564668769716,9.41422594142259,94.7388129563752,18,195,86,5042,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.18",7.51173708920188,98.5179407176287,1.4820592823713,17.3913043478261,10.4918032786885,8.47457627118644,94.8885976408912,16,197,76,5052,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.19",7.51173708920188,98.7324492979719,1.26755070202809,19.7530864197531,10.8843537414966,8.57449088960343,95.0945515821007,16,197,65,5063,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.2",6.57276995305164,98.9859594383775,1.01404056162246,21.2121212121212,10.0358422939068,7.62527233115468,95.3005055233102,14,199,52,5076,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.21",5.63380281690141,99.0834633385335,0.916536661466461,20.3389830508475,8.82352941176471,6.58616904500549,95.3566747800037,12,201,47,5081,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.22",4.69483568075117,99.2199687987519,0.780031201248055,20,7.60456273764259,5.54323725055432,95.4502902078262,10,203,40,5088,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.23",4.69483568075117,99.2199687987519,0.780031201248055,20,7.60456273764259,5.54323725055432,95.4502902078262,10,203,40,5088,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.24",4.22535211267606,99.2589703588144,0.741029641185642,19.1489361702128,6.92307692307692,5.0055617352614,95.4690132933907,9,204,38,5090,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.25",4.22535211267606,99.3369734789392,0.663026521060839,20.9302325581395,7.03125,5.02793296089385,95.5439056356488,9,204,34,5094,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.26",4.22535211267606,99.414976599064,0.585023400936036,23.0769230769231,7.14285714285714,5.05050505050505,95.6187979779068,9,204,30,5098,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.27",3.28638497652582,99.4344773790952,0.565522620904835,19.4444444444444,5.62248995983936,3.94144144144144,95.6000748923423,7,206,29,5099,2,1,6,139,"spender"
"long_cut =  6 ; prob =  0.28",2.8169014084507,99.4539781591264,0.546021840873634,17.6470588235294,4.8582995951417,3.38600451467269,95.6000748923423,6,207,28,5100,2,1,6,139,"spender"
