"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,4.83460559796438,9.22330097087379,20.2558635394456,4.83460559796438,304,0,5984,0,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.01",100,0,100,4.83460559796438,9.22330097087379,20.2558635394456,4.83460559796438,304,0,5984,0,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.02",100,0,100,4.83460559796438,9.22330097087379,20.2558635394456,4.83460559796438,304,0,5984,0,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.03",74.3421052631579,52.3061497326203,47.6938502673797,7.33766233766234,13.3569739952719,26.3035381750466,53.3715012722646,226,78,2854,3130,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.04",46.7105263157895,90.3743315508021,9.62566844919787,19.7771587743733,27.7886497064579,36.7114788004137,88.263358778626,142,162,576,5408,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.05",40.4605263157895,92.9979946524064,7.00200534759359,22.6937269372694,29.0780141843972,34.9829351535836,90.4580152671756,123,181,419,5565,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.06",35.5263157894737,94.2012032085562,5.79879679144385,23.7362637362637,28.4584980237154,32.3159784560144,91.3645038167939,108,196,347,5637,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.07",32.8947368421053,95.0367647058823,4.96323529411765,25.1889168765743,28.5306704707561,30.9981401115933,92.0324427480916,100,204,297,5687,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.08",30.9210526315789,95.6216577540107,4.37834224598931,26.4044943820225,28.4848484848485,29.8982188295165,92.4936386768448,94,210,262,5722,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.09",28.6184210526316,95.9057486631016,4.09425133689839,26.2048192771084,27.3584905660377,28.1007751937984,92.6526717557252,87,217,245,5739,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.1",25.9868421052632,96.5073529411765,3.49264705882353,27.4305555555556,26.6891891891892,26.2632978723404,93.0979643765903,79,225,209,5775,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.11",25,96.9418449197861,3.05815508021391,29.3436293436293,26.9982238010657,25.7627118644068,93.4637404580153,76,228,183,5801,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.12",23.3552631578947,97.1256684491979,2.87433155080213,29.2181069958848,25.9597806215722,24.3317340644277,93.5591603053435,71,233,172,5812,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.13",22.0394736842105,97.3763368983957,2.62366310160428,29.9107142857143,25.3787878787879,23.2638888888889,93.734096692112,67,237,157,5827,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.14",21.3815789473684,97.4933155080214,2.50668449197861,30.2325581395349,25.0481695568401,22.7113906359189,93.8136132315522,65,239,150,5834,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.15",21.3815789473684,97.6437165775401,2.35628342245989,31.5533980582524,25.4901960784314,22.8551336146273,93.9567430025445,65,239,141,5843,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.16",20.7236842105263,97.8776737967914,2.12232620320856,33.1578947368421,25.5060728744939,22.4039829302987,94.147582697201,63,241,127,5857,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.17",20.3947368421053,97.9445187165775,2.05548128342246,33.5135135135135,25.3578732106339,22.1270521056388,94.1952926208651,62,242,123,5861,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.18",19.7368421052632,98.1116310160428,1.88836898395722,34.6820809248555,25.1572327044025,21.5982721382289,94.3225190839695,60,244,113,5871,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.19",18.4210526315789,98.2620320855615,1.7379679144385,35,24.1379310344828,20.3488372093023,94.4020356234097,56,248,104,5880,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.2",16.4473684210526,98.3455882352941,1.65441176470589,33.5570469798658,22.075055187638,18.3150183150183,94.3861323155216,50,254,99,5885,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.21",15.7894736842105,98.5628342245989,1.43716577540107,35.8208955223881,21.9178082191781,17.7777777777778,94.5610687022901,48,256,86,5898,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.22",15.7894736842105,98.6965240641711,1.30347593582888,38.0952380952381,22.3255813953488,17.8837555886736,94.6882951653944,48,256,78,5906,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.23",15.4605263157895,98.7800802139037,1.21991978609626,39.1666666666667,22.1698113207547,17.5898203592814,94.7519083969466,47,257,73,5911,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.24",15.4605263157895,98.947192513369,1.05280748663101,42.7272727272727,22.7053140096618,17.7224736048265,94.910941475827,47,257,63,5921,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.25",15.4605263157895,98.9973262032086,1.00267379679144,43.9252336448598,22.8710462287105,17.7626606198035,94.9586513994911,47,257,60,5924,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.26",15.4605263157895,99.0808823529412,0.91911764705882,46.078431372549,23.1527093596059,17.8300455235205,95.0381679389313,47,257,55,5929,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.27",15.1315789473684,99.0975935828877,0.9024064171123,46,22.7722772277228,17.4772036474164,95.0381679389313,46,258,54,5930,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.28",14.4736842105263,99.1310160427808,0.868983957219249,45.8333333333333,22,16.7682926829268,95.0381679389313,44,260,52,5932,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.29",14.4736842105263,99.1811497326203,0.818850267379678,47.3118279569892,22.1662468513854,16.8067226890756,95.0858778625954,44,260,49,5935,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.3",14.4736842105263,99.1811497326203,0.818850267379678,47.3118279569892,22.1662468513854,16.8067226890756,95.0858778625954,44,260,49,5935,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.31",13.8157894736842,99.1811497326203,0.818850267379678,46.1538461538462,21.2658227848101,16.0673297628156,95.0540712468193,42,262,49,5935,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.32",13.8157894736842,99.2312834224599,0.768716577540107,47.7272727272727,21.4285714285714,16.1042944785276,95.1017811704835,42,262,46,5938,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.33",13.8157894736842,99.2479946524064,0.752005347593587,48.2758620689655,21.4833759590793,16.1166538756715,95.1176844783715,42,262,45,5939,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.34",13.1578947368421,99.2479946524064,0.752005347593587,47.0588235294118,20.5655526992288,15.3727901614143,95.0858778625954,40,264,45,5939,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.35",13.1578947368421,99.2479946524064,0.752005347593587,47.0588235294118,20.5655526992288,15.3727901614143,95.0858778625954,40,264,45,5939,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.36",12.5,99.2479946524064,0.752005347593587,45.7831325301205,19.6382428940568,14.626635873749,95.0540712468193,38,266,45,5939,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.37",12.5,99.2814171122995,0.718582887700536,46.9135802469136,19.7402597402597,14.6491904394757,95.0858778625954,38,266,43,5941,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.38",12.5,99.2814171122995,0.718582887700536,46.9135802469136,19.7402597402597,14.6491904394757,95.0858778625954,38,266,43,5941,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.39",12.5,99.298128342246,0.701871657754005,47.5,19.7916666666667,14.6604938271605,95.1017811704835,38,266,42,5942,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.4",12.5,99.331550802139,0.668449197860965,48.7179487179487,19.8952879581152,14.6831530139104,95.1335877862595,38,266,40,5944,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.41",12.5,99.331550802139,0.668449197860965,48.7179487179487,19.8952879581152,14.6831530139104,95.1335877862595,38,266,40,5944,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.42",12.5,99.3649732620321,0.635026737967914,50,20,14.7058823529412,95.1653944020356,38,266,38,5946,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.43",12.5,99.3649732620321,0.635026737967914,50,20,14.7058823529412,95.1653944020356,38,266,38,5946,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.44",11.8421052631579,99.3983957219251,0.601604278074863,50,19.1489361702128,13.9751552795031,95.1653944020356,36,268,36,5948,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.45",11.8421052631579,99.4151069518716,0.584893048128343,50.7042253521127,19.2,13.986013986014,95.1812977099237,36,268,35,5949,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.46",11.1842105263158,99.4318181818182,0.568181818181823,50,18.2795698924731,13.2398753894081,95.1653944020356,34,270,34,5950,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.47",11.1842105263158,99.4485294117647,0.551470588235292,50.7462686567164,18.3288409703504,13.2501948558067,95.1812977099237,34,270,33,5951,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.48",11.1842105263158,99.4819518716578,0.518048128342241,52.3076923076923,18.4281842818428,13.2708821233411,95.2131043256997,34,270,31,5953,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.49",10.5263157894737,99.4819518716578,0.518048128342241,50.7936507936508,17.4386920980926,12.5097732603597,95.1812977099237,32,272,31,5953,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.5",10.5263157894737,99.5153743315508,0.484625668449201,52.4590163934426,17.5342465753425,12.5293657008614,95.2131043256997,32,272,29,5955,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.51",10.1973684210526,99.5153743315508,0.484625668449201,51.6666666666667,17.032967032967,12.1473354231975,95.1972010178117,31,273,29,5955,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.52",9.53947368421053,99.5153743315508,0.484625668449201,50,16.0220994475138,11.38147566719,95.1653944020356,29,275,29,5955,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.53",9.21052631578947,99.5487967914438,0.45120320855615,50.9090909090909,15.5988857938719,11.014948859166,95.1812977099237,28,276,27,5957,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.54",9.21052631578947,99.5487967914438,0.45120320855615,50.9090909090909,15.5988857938719,11.014948859166,95.1812977099237,28,276,27,5957,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.55",8.88157894736842,99.5487967914438,0.45120320855615,50,15.0837988826816,10.6299212598425,95.1653944020356,27,277,27,5957,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.56",8.55263157894737,99.5487967914438,0.45120320855615,49.0566037735849,14.5658263305322,10.2442868400315,95.1494910941476,26,278,27,5957,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.57",8.55263157894737,99.61564171123,0.384358288770048,53.0612244897959,14.7308781869688,10.2766798418972,95.2131043256997,26,278,23,5961,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.58",8.55263157894737,99.649064171123,0.350935828877008,55.3191489361702,14.8148148148148,10.2929532858274,95.2449109414758,26,278,21,5963,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.59",8.55263157894737,99.6991978609626,0.300802139037437,59.0909090909091,14.9425287356322,10.3174603174603,95.29262086514,26,278,18,5966,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.6",7.89473684210526,99.7326203208556,0.267379679144386,60,13.953488372093,9.55414012738853,95.29262086514,24,280,16,5968,2,1,6,2187,"spender"
"long_cut =  6 ; prob =  0.61",7.89473684210526,99.7326203208556,0.267379679144386,60,13.953488372093,9.55414012738853,95.29262086514,24,280,16,5968,2,1,6,2187,"spender"
