"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set_number","Longterm_cutoff","Game_id","Target"
"long_cut =  6 ; prob =  0",100,0,100,5.08029030230299,9.66934957581031,21.1113749703158,5.08029030230299,889,0,16610,0,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.01",100,0,100,5.08029030230299,9.66934957581031,21.1113749703158,5.08029030230299,889,0,16610,0,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.02",100,0,100,5.08029030230299,9.66934957581031,21.1113749703158,5.08029030230299,889,0,16610,0,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.03",100,0,100,5.08029030230299,9.66934957581031,21.1113749703158,5.08029030230299,889,0,16610,0,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.04",71.2035995500562,63.0583985550873,36.9416014449127,9.3514551632442,16.5317315225908,30.6537530266344,63.4721984113378,633,256,6136,10474,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.05",40.607424071991,86.4057796508128,13.5942203491872,13.7838869797633,20.581527936146,29.2307692307692,84.0790902337276,361,528,2258,14352,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.06",21.9347581552306,93.8109572546659,6.18904274533414,15.9443990188062,18.4659090909091,20.4017576898933,90.1594376821533,195,694,1028,15582,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.07",12.4859392575928,96.532209512342,3.46779048765804,16.1572052401747,14.0862944162437,13.0803676643884,92.2624149951426,111,778,576,16034,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.08",8.54893138357705,97.8145695364238,2.18543046357615,17.3120728929385,11.4457831325301,9.51188986232791,93.2796159780559,76,813,363,16247,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.09",5.06186726659168,98.5550872968091,1.44491270319085,15.7894736842105,7.66609880749574,5.85784951835459,93.8053603063032,45,844,240,16370,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.1",3.93700787401575,98.9524382901866,1.04756170981336,16.7464114832536,6.3752276867031,4.64807436918991,94.1253785930625,35,854,174,16436,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.11",2.58717660292463,99.1330523780855,0.866947621914504,13.7724550898204,4.35606060606061,3.08890679559495,94.2282416138065,23,866,144,16466,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.12",1.91226096737908,99.271523178808,0.728476821192048,12.3188405797101,3.31061343719572,2.30102869518137,94.325390022287,17,872,121,16489,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.13",1.46231721034871,99.3859121011439,0.614087898856108,11.304347826087,2.58964143426295,1.77063470444021,94.4111092062404,13,876,102,16508,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.14",1.23734533183352,99.4340758579169,0.565924142083085,10.4761904761905,2.21327967806841,1.50232177000819,94.4453968798217,11,878,94,16516,2,1,6,2880,"spender"
"long_cut =  6 ; prob =  0.15",1.01237345331834,99.4942805538832,0.505719446116792,9.67741935483871,1.83299389002037,1.2332145793368,94.4911137779302,9,880,84,16526,2,1,6,2880,"spender"
